"eudract_number","double_blind","single_blind","open","randomised","crossover","parallel_group","controlled","arms"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005328-17","No","No","Yes","No","No","Yes","No","2+"
"2011-005422-21","No","No","Yes","No","No","No","No","1"
"2011-005422-21","No","No","Yes","No","No","No","No","1"
"2011-005422-21","No","No","Yes","No","No","No","No","1"
"2011-005422-21","No","No","Yes","No","No","No","No","1"
"2011-005422-21","No","No","Yes","No","No","No","No","1"
"2011-005422-21","No","No","Yes","No","No","No","No","1"
"2011-005491-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005491-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005491-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005491-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005491-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005491-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005491-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005491-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005491-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005491-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005491-41","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005539-22","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005539-22","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005539-22","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005539-22","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005539-22","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005539-22","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005539-22","No","No","Yes","Yes","No","Yes","Yes","2+"
"2011-005722-21","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005722-21","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005722-21","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005722-21","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005722-21","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005722-21","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005722-21","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005722-21","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005975-17","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005975-17","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005975-17","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005975-17","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005975-17","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005975-17","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005975-17","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005975-17","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005991-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005991-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005991-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005991-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005991-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005991-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005991-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-005991-40","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-006041-14","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-006250-90","Yes","No","No","Yes","No","Yes","Yes","2+"
"2011-006250-90","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000066-37","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000066-37","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000072-42","No","No","Yes","Yes","No","No","Yes","2+"
"2012-000072-42","No","No","Yes","Yes","No","No","Yes","2+"
"2012-000072-42","No","No","Yes","Yes","No","No","Yes","2+"
"2012-000072-42","No","No","Yes","Yes","No","No","Yes","2+"
"2012-000072-42","No","No","Yes","Yes","No","No","Yes","2+"
"2012-000072-42","No","No","Yes","Yes","No","No","Yes","2+"
"2012-000072-42","No","No","Yes","Yes","No","No","Yes","2+"
"2012-000072-42","No","No","Yes","Yes","No","No","Yes","2+"
"2012-000072-42","No","No","Yes","Yes","No","No","Yes","2+"
"2012-000075-16","No","No","Yes","No","No","No","No","1"
"2012-000075-16","No","No","Yes","No","No","No","No","1"
"2012-000075-16","No","No","Yes","No","No","No","No","1"
"2012-000075-16","No","No","Yes","No","No","No","No","1"
"2012-000075-16","No","No","Yes","No","No","No","No","1"
"2012-000075-16","No","No","Yes","No","No","No","No","1"
"2012-000075-16","No","No","Yes","No","No","No","No","1"
"2012-000075-16","No","No","Yes","No","No","No","No","1"
"2012-000075-16","No","No","Yes","No","No","No","No","1"
"2012-000075-16","No","No","Yes","No","No","No","No","1"
"2012-000075-16","No","No","Yes","No","No","No","No","1"
"2012-000075-16","No","No","Yes","No","No","No","No","1"
"2012-000095-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000095-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000095-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000095-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000095-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000095-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000095-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000095-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000095-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000095-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000095-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000128-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000128-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000128-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000128-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000128-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000128-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000128-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000128-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000128-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000128-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000128-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000128-16","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000171-17","No","No","Yes","No","Yes","No","No","2+"
"2012-000171-17","No","No","Yes","No","Yes","No","No","2+"
"2012-000171-17","No","No","Yes","No","Yes","No","No","2+"
"2012-000171-17","No","No","Yes","No","Yes","No","No","2+"
"2012-000171-17","No","No","Yes","No","Yes","No","No","2+"
"2012-000171-17","No","No","Yes","No","Yes","No","No","2+"
"2012-000414-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000414-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000414-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000414-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000414-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000414-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000442-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000442-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000442-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000442-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000442-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000442-35","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000452-34","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000452-34","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000452-34","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000452-34","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000452-34","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000452-34","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000452-34","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000452-34","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-000566-38","No","No","Yes","Yes","No","No","Yes","2+"
"2012-000566-38","No","No","Yes","Yes","No","No","Yes","2+"
"2012-000566-38","No","No","Yes","Yes","No","No","Yes","2+"
"2012-000620-17","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000620-17","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000726-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000726-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000726-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000726-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000726-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000726-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000726-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000726-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000726-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-000975-18","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-001534-34","No","No","Yes","No","No","No","No","1"
"2012-001534-34","No","No","Yes","No","No","No","No","1"
"2012-001592-37","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001592-37","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001592-37","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001592-37","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001592-37","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001592-37","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001592-37","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001592-37","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001815-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-001815-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-001815-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-001815-21","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-001834-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001834-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001834-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001834-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001834-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001834-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001834-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001834-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001834-33","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001888-78","No","No","Yes","No","No","No","No","1"
"2012-001923-11","Yes","No","No","Yes","No","No","Yes","2+"
"2012-001923-11","Yes","No","No","Yes","No","No","Yes","2+"
"2012-001923-11","Yes","No","No","Yes","No","No","Yes","2+"
"2012-001923-11","Yes","No","No","Yes","No","No","Yes","2+"
"2012-001923-11","Yes","No","No","Yes","No","No","Yes","2+"
"2012-001923-11","Yes","No","No","Yes","No","No","Yes","2+"
"2012-001923-11","Yes","No","No","Yes","No","No","Yes","2+"
"2012-001923-11","Yes","No","No","Yes","No","No","Yes","2+"
"2012-001923-11","Yes","No","No","Yes","No","No","Yes","2+"
"2012-001923-11","Yes","No","No","Yes","No","No","Yes","2+"
"2012-002011-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002011-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002011-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002011-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002011-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002011-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002011-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002011-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002047-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002047-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002047-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002047-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002047-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002215-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002215-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002215-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002215-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002250-23","No","No","Yes","No","No","Yes","No","2+"
"2012-002340-24","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002603-17","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002603-17","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002603-17","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002603-17","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002627-15","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002751-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002751-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002751-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002751-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002751-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002751-42","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002785-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-002785-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-002785-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-002785-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-002785-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-002785-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-002785-12","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-002805-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002805-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002805-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002805-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002805-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002805-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002805-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002805-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002808-41","No","No","Yes","No","No","No","No","1"
"2012-002808-41","No","No","Yes","No","No","No","No","1"
"2012-002808-41","No","No","Yes","No","No","No","No","1"
"2012-002808-41","No","No","Yes","No","No","No","No","1"
"2012-002808-41","No","No","Yes","No","No","No","No","1"
"2012-002808-41","No","No","Yes","No","No","No","No","1"
"2012-002808-41","No","No","Yes","No","No","No","No","1"
"2012-002808-41","No","No","Yes","No","No","No","No","1"
"2012-002808-41","No","No","Yes","No","No","No","No","1"
"2012-002808-41","No","No","Yes","No","No","No","No","1"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002814-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002839-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002839-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002839-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002839-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002839-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002839-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002839-28","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-002940-26","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003008-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003008-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003008-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003008-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003008-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003008-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003008-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003008-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003008-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003008-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003008-11","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003112-31","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003112-31","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003112-31","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003208-10","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003208-10","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003208-10","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003228-19","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003228-19","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003228-19","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003228-19","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003228-19","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003332-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003332-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003332-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003332-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003332-23","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003387-43","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003387-43","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003387-43","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003387-43","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003499-37","No","No","Yes","No","No","No","No","1"
"2012-003499-37","No","No","Yes","No","No","No","No","1"
"2012-003499-37","No","No","Yes","No","No","No","No","1"
"2012-003533-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003533-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003533-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003533-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003533-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003533-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003533-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003533-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003533-41","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003535-27","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003535-27","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003535-27","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003535-27","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003535-27","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003535-27","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003535-27","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003593-51","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-003630-16","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003630-16","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-003788-23","No","No","Yes","Yes","No","No","Yes","2+"
"2012-003788-23","No","No","Yes","Yes","No","No","Yes","2+"
"2012-003788-23","No","No","Yes","Yes","No","No","Yes","2+"
"2012-003788-23","No","No","Yes","Yes","No","No","Yes","2+"
"2012-003788-23","No","No","Yes","Yes","No","No","Yes","2+"
"2012-004027-20","No","No","Yes","No","No","No","No","1"
"2012-004027-20","No","No","Yes","No","No","No","No","1"
"2012-004027-20","No","No","Yes","No","No","No","No","1"
"2012-004125-24","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004125-24","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004125-24","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004179-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004179-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004179-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004179-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004179-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004179-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004179-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004179-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004179-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004179-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004179-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004179-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004179-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004179-38","Yes","No","No","Yes","No","Yes","Yes","2+"
"2012-004331-23","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004331-23","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004331-23","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004331-23","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004331-23","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004349-34","No","No","Yes","Yes","No","Yes","Yes","2+"
"2012-004349-34","No","No","Yes","Yes","No","Yes","Yes","2+"
