"eudract_number","title","protocol_country_code","double_blind","single_blind","open","design","randomised","crossover","parallel_group","controlled","arms","active_comparator","placebo","open_gs","single_blind_gs","double_blind_gs","randomised_gs","crossover_gs","parallel_group_gs","arms_gs","controlled_gs","arms_orig","open_orig","double_blind_orig","single_blind_orig","controlled_orig","parallel_group_orig","crossover_orig","randomised_orig"
"2015-003869-28","A Multinational Phase 3 Randomized Double-blind Placebo-controlled Efficacy and Safety Study of Enzalutamide Plus Androgen Deprivation Therapy (ADT) Versus Placebo Plus ADT in Patients with Metastatic Hormone Sensitive Prostate Cancer (mHSPC).Estudio de eficacia y seguridad de fase 3 multinacional aleatorizado doble ciego y controlado con placebo de enzalutamida más tratamiento de privación androgénica (TPA) frente a placebo más TPA en pacientes con cáncer de próstata metastásico hormonosensible (CPmHS)","FI","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2015-003869-28","A Multinational Phase 3 Randomized Double-blind Placebo-controlledEfficacy and Safety Study of Enzalutamide Plus Androgen DeprivationTherapy (ADT) Versus Placebo Plus ADT in Patients with MetastaticHormone Sensitive Prostate Cancer (mHSPC). Studio multinazionale di fase 3 randomizzato in doppio cieco controllato con placebo di valutazione dell'efficacia e della sicurezza di enzalutamide associato a terapia di deprivazione androgenica (ADT) rispetto a placebo associato ad ADT in pazienti affetti da carcinoma alla prostata ormone-sensibile metastatico (mHSPC).","SK","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2015-003869-28","ARCHES: A Multinational Phase 3 Randomized Double-blind Placebo-controlled Efficacy and Safety Study of Enzalutamide Plus Androgen Deprivation Therapy (ADT) Versus Placebo Plus ADT in Patients with Metastatic Hormone Sensitive Prostate Cancer (mHSPC).","FR","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2015-003869-28","A Multinational Phase 3 Randomized Double-blind Placebo-controlled Efficacy and Safety Study of Enzalutamide Plus Androgen Deprivation Therapy (ADT) Versus Placebo Plus ADT in Patients with Metastatic Hormone Sensitive Prostate Cancer (mHSPC).Estudio de eficacia y seguridad de fase 3 multinacional aleatorizado doble ciego y controlado con placebo de enzalutamida más tratamiento de privación androgénica (TPA) frente a placebo más TPA en pacientes con cáncer de próstata metastásico hormonosensible (CPmHS)","ES","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2015-003869-28","A Multinational Phase 3 Randomized Double-blind Placebo-controlled Efficacy and Safety Study of Enzalutamide Plus Androgen Deprivation Therapy (ADT) Versus Placebo Plus ADT in Patients with Metastatic Hormone Sensitive Prostate Cancer (mHSPC).Estudio de eficacia y seguridad de fase 3 multinacional aleatorizado doble ciego y controlado con placebo de enzalutamida más tratamiento de privación androgénica (TPA) frente a placebo más TPA en pacientes con cáncer de próstata metastásico hormonosensible (CPmHS)","IT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2015-003869-28","A Multinational Phase 3 Randomized Double-blind Placebo-controlledEfficacy and Safety Study of Enzalutamide Plus Androgen DeprivationTherapy (ADT) Versus Placebo Plus ADT in Patients with MetastaticHormone Sensitive Prostate Cancer (mHSPC). Studio multinazionale di fase 3 randomizzato in doppio cieco controllato con placebo di valutazione dell'efficacia e della sicurezza di enzalutamide associato a terapia di deprivazione androgenica (ADT) rispetto a placebo associato ad ADT in pazienti affetti da carcinoma alla prostata ormone-sensibile metastatico (mHSPC).","BE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2015-003869-28","ARCHES: A Multinational Phase 3 Randomized Double-blind Placebo-controlled Efficacy and Safety Study of Enzalutamide Plus Androgen Deprivation Therapy (ADT) Versus Placebo Plus ADT in Patients with Metastatic Hormone Sensitive Prostate Cancer (mHSPC).","NL","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","No","No","Yes"
"2015-003943-20","HELP Study™: A Multicenter Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study to Evaluate DX 2930 For Long-Term Prophylaxis Against Acute Attacks of Hereditary Angioedema (HAE)HELP StudyTM: Studio di efficacia e sicurezza multicentrico randomizzato in doppio cieco controllato verso placebo per la valutazione di DX 2930 nella profilassi a lungo termine contro gli attacchi acuti di angioedema ereditario (AEE)","IT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2015-003943-20","HELP Study™: A Multicenter Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study to Evaluate DX 2930 For Long-Term Prophylaxis Against Acute Attacks of Hereditary Angioedema (HAE)","GB","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2015-003943-20","HELP Study™: A Multicenter Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study to Evaluate DX 2930 For Long-Term Prophylaxis Against Acute Attacks of Hereditary Angioedema (HAE)","DE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2015-004572-30","A Phase 2 Randomized Double-Blind Placebo-Controlled Study to Assess the Efficacy and Tolerability of Entospletinib a Selective SYK Inhibitor in Combination with Systemic Corticosteroids as First-Line Therapy in Subjects with Chronic Graft Versus Host Disease (cGVHD)","FR","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2015-004572-30","A Phase 2 Randomized Double-Blind Placebo-Controlled Study to Assess the Efficacy and Tolerability of Entospletinib a Selective SYK Inhibitor in Combination with Systemic Corticosteroids as First-Line Therapy in Subjects with Chronic Graft Versus Host Disease (cGVHD)Estudio de fase 2 aleatorizado con doble enmascaramiento y controlado con placebo para evaluar la eficacia y la tolerabilidad del Entospletinib un inhibidor selectivo de SYK en combinación con corticoesteroides sistémicos como tratamiento de primera línea en pacientes con enfermedad crónica de injerto contra huésped (EICHc)","ES","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2015-004572-30","A Phase 2 Randomized Double-Blind Placebo-Controlled Study to Assess the Efficacy and Tolerability of Entospletinib a Selective SYK Inhibitor in Combination with Systemic Corticosteroids as First-Line Therapy in Subjects with Chronic Graft Versus Host Disease (cGVHD)Etude de phase II randomisée en double aveugle testant l'efficacité et la tolérance  de l'Entospletinb un inhibiteur spécifique de SYK et des corticoïdes contre placebo en association avec des corticoïdes en traitement de première ligne de patients atteints de GVH chronique","GB","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2015-004703-23","A Multicenter Randomized Open-label Clinical Study of S-649266 or Best Available Therapy for the Treatment of Severe Infections Caused by Carbapenem-resistant Gram-negative PathogensEstudio clínico multicéntrico aleatorizado y abierto de S-649266 o mejor tratamiento disponible para infecciones graves provocadas por patógenos gram negativos resistentes a carbapenemos","DE","No","No","Yes","ok","Yes","No","No","No","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2015-004703-23","A Multicenter Randomized Open-label Clinical Study of S-649266 or Best Available Therapy for the Treatment of Severe Infections Caused by Carbapenem-resistant Gram-negative PathogensÉtude clinique multicentrique en ouvert randomisée concernant l’administration de S 649266 ou du meilleur traitement disponible contre les infections graves dues aux pathogènes Gram négatif résistants aux carbapénèmes","HR","No","No","Yes","ok","Yes","No","Yes","No","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2015-004703-23","A Multicenter Randomized Open-label Clinical Study of S-649266 or Best Available Therapy for the Treatment of Severe Infections Caused by Carbapenem-resistant Gram-negative PathogensÉtude clinique multicentrique en ouvert randomisée concernant l’administration de S 649266 ou du meilleur traitement disponible contre les infections graves dues aux pathogènes Gram négatif résistants aux carbapénèmes","ES","No","No","Yes","ok","Yes","No","Yes","No","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2015-004703-23","A Multicenter Randomized Open-label Clinical Study of S-649266 or Best Available Therapy for the Treatment of Severe Infections Caused by Carbapenem-resistant Gram-negative PathogensEstudio clínico multicéntrico aleatorizado y abierto de S-649266 o mejor tratamiento disponible para infecciones graves provocadas por patógenos gram negativos resistentes a carbapenemos","GR","No","No","Yes","ok","Yes","No","No","No","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2015-004703-23","A Multicenter Randomized Open-label Clinical Study of S-649266 or Best Available Therapy for the Treatment of Severe Infections Caused by Carbapenem-resistant Gram-negative PathogensÉtude clinique multicentrique en ouvert randomisée concernant l’administration de S 649266 ou du meilleur traitement disponible contre les infections graves dues aux pathogènes Gram négatif résistants aux carbapénèmes","FR","No","No","Yes","ok","Yes","No","Yes","No","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2015-004722-34","A Randomized Phase 2 Single Blind Study of Temozolomide plus Radiation Therapy combined with Nivolumab or Placebo in Newly Diagnosed Adult Subjects with MGMT-Methylated (tumor O6-methylguanine DNA methyltransferase) GlioblastomaEstudio fase 2 aleatorizado simple ciego de temozolomida más radioterapia combinados con nivolumab o placebo en sujetos adultos recién diagnosticados de glioblastoma con MGMT (06-metilguanina ADN metiltransferasa tumoral) metilado","NL","No","Yes","No","ok","Yes","No","No","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","No","Yes","Yes","Yes","No","Yes"
"2015-004722-34","A Randomized Phase 2 Single Blind Study of Temozolomide plus Radiation Therapy combined with Nivolumab or Placebo in Newly Diagnosed Adult Subjects with MGMT-Methylated (tumor O6-methylguanine DNA methyltransferase) GlioblastomaEstudio fase 2 aleatorizado simple ciego de temozolomida más radioterapia combinados con nivolumab o placebo en sujetos adultos recién diagnosticados de glioblastoma con MGMT (06-metilguanina ADN metiltransferasa tumoral) metilado","BE","No","Yes","No","ok","Yes","No","No","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","No","Yes","Yes","Yes","No","Yes"
"2015-004722-34","A Randomized Phase 2 Single Blind Study of Temozolomide plus Radiation Therapy combined with Nivolumab or Placebo in Newly Diagnosed Adult Subjects with MGMT-Methylated (tumor O6-methylguanine DNA methyltransferase) Glioblastoma","DK","No","Yes","No","ok","Yes","No","No","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","No","Yes","Yes","Yes","No","Yes"
"2015-004722-34","A Randomized Phase 3 Single Blind Study of Temozolomide plus Radiation Therapy combined with Nivolumab or Placebo in Newly Diagnosed Adult Subjects with MGMT-Methylated (tumor O6-methylguanine DNA methyltransferase) Glioblastoma","ES","No","Yes","No","ok","Yes","No","No","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","No","Yes","Yes","Yes","No","Yes"
"2015-004722-34","A Randomized Phase 2 Single Blind Study of Temozolomide plus Radiation Therapy combined with Nivolumab or Placebo in Newly Diagnosed Adult Subjects with MGMT-Methylated (tumor O6-methylguanine DNA methyltransferase) GlioblastomaEstudio fase 2 aleatorizado simple ciego de temozolomida más radioterapia combinados con nivolumab o placebo en sujetos adultos recién diagnosticados de glioblastoma con MGMT (06-metilguanina ADN metiltransferasa tumoral) metilado","DE","No","Yes","No","ok","Yes","No","No","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","No","Yes","Yes","Yes","No","Yes"
"2015-004722-34","A Randomized Phase 2 Single Blind Study of Temozolomide plus Radiation Therapy combined with Nivolumab or Placebo in Newly Diagnosed Adult Subjects with MGMT-Methylated (tumor O6-methylguanine DNA methyltransferase) GlioblastomaEstudio fase 2 aleatorizado simple ciego de temozolomida más radioterapia combinados con nivolumab o placebo en sujetos adultos recién diagnosticados de glioblastoma con MGMT (06-metilguanina ADN metiltransferasa tumoral) metilado","AT","No","Yes","No","ok","Yes","No","No","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","No","Yes","Yes","Yes","No","Yes"
"2015-004722-34","A Randomized Phase 2 Single Blind Study of Temozolomide plus Radiation Therapy combined with Nivolumab or Placebo in Newly Diagnosed Adult Subjects with MGMT-Methylated (tumor O6-methylguanine DNA methyltransferase) Glioblastoma","PL","No","Yes","No","ok","Yes","No","No","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","No","Yes","Yes","Yes","No","Yes"
"2015-004722-34","A Randomized Phase 2 Single Blind Study of Temozolomide plus Radiation Therapy combined with Nivolumab or Placebo in Newly Diagnosed Adult Subjects with MGMT-Methylated (tumor O6-methylguanine DNA methyltransferase) Glioblastoma","SE","No","Yes","No","ok","Yes","No","No","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","No","Yes","Yes","Yes","No","Yes"
"2015-004722-34","A Randomized Phase 2 Single Blind Study of Temozolomide plus Radiation Therapy combined with Nivolumab or Placebo in Newly Diagnosed Adult Subjects with MGMT-Methylated (tumor O6-methylguanine DNA methyltransferase) Glioblastoma","GB","No","Yes","No","ok","Yes","No","No","Yes","2+","Yes","No","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","No","Yes","Yes","Yes","No","Yes"
"2015-004936-36","A phase 3 multicenter randomized prospective open-label trial of standard chemoimmunotherapy (FCR/BR) versus rituximab plus ve-netoclax (RVe) versus obinutuzumab (GA101) plus venetoclax (GVe) versus  obinutuzumab plus ibrutinib plus venetoclax (GIVe) in fit pa-tients with previously untreated chronic lymphocytic leukemia (CLL) without del(17p) or TP53 mutationEine prospektive offene multizentrische Phase-III-Studie zur Behandlung von körperlich fitten nicht vorbehandelten CLL Patienten ohne  del(17p) oder TP53 Mutationen die eine von vier Kombinationstherapien erhalten:  Standardchemoimmuntherapie (FCR/BR)  Rituximimab und Venetoclax (RVe) Obinutuzumab  und Venetoclax (GVe) oder Obinutuzumab Ibrutinib und Venetoclax (GIVe) ","SE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2015-004936-36","A phase 3 multicenter randomized prospective open-label trial of standard chemoimmunotherapy (FCR/BR) versus rituximab plus ve-netoclax (RVe) versus obinutuzumab (GA101) plus venetoclax (GVe) versus  obinutuzumab plus ibrutinib plus venetoclax (GIVe) in fit pa-tients with previously untreated chronic lymphocytic leukemia (CLL) without del(17p) or TP53 mutationEine prospektive offene multizentrische Phase-III-Studie zur Behandlung von körperlich fitten nicht vorbehandelten CLL Patienten ohne  del(17p) oder TP53 Mutationen die eine von vier Kombinationstherapien erhalten:  Standardchemoimmuntherapie (FCR/BR)  Rituximimab und Venetoclax (RVe) Obinutuzumab  und Venetoclax (GVe) oder Obinutuzumab Ibrutinib und Venetoclax (GIVe) ","DK","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2015-004936-36","A phase 3 multicenter randomized prospective open-label trial of standard chemoimmunotherapy (FCR/BR) versus rituximab plus ve-netoclax (RVe) versus obinutuzumab (GA101) plus venetoclax (GVe) versus  obinutuzumab plus ibrutinib plus venetoclax (GIVe) in fit pa-tients with previously untreated chronic lymphocytic leukemia (CLL) without del(17p) or TP53 mutation","FI","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2015-004936-36","A phase 3 multicenter randomized prospective open-label trial of standard chemoimmunotherapy (FCR/BR) versus rituximab plus ve-netoclax (RVe) versus obinutuzumab (GA101) plus venetoclax (GVe) versus  obinutuzumab plus ibrutinib plus venetoclax (GIVe) in fit pa-tients with previously untreated chronic lymphocytic leukemia (CLL) without del(17p) or TP53 mutationEine prospektive offene multizentrische Phase-III-Studie zur Behandlung von körperlich fitten nicht vorbehandelten CLL Patienten ohne  del(17p) oder TP53 Mutationen die eine von vier Kombinationstherapien erhalten:  Standardchemoimmuntherapie (FCR/BR)  Rituximimab und Venetoclax (RVe) Obinutuzumab  und Venetoclax (GVe) oder Obinutuzumab Ibrutinib und Venetoclax (GIVe) ","AT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2015-004936-36","A phase 3 multicenter randomized prospective open-label trial ofstandard chemoimmunotherapy (FCR/BR) versus rituximab plus venetoclax(RVe) versus obinutuzumab (GA101) plus venetoclax (GVe)versus obinutuzumab plus ibrutinib plus venetoclax (GIVe) in fit pa-tientswith previously untreated chronic lymphocytic leukemia (CLL) withoutdel(17p) or TP53 mutationVAIHEEN 3 SATUNNAISTETTU PROSPEKTIIVINEN AVOIN MONIKESKUSTUTKIMUS VAKIINTUNEEN KEMOIMMUNOTERAPIAN (FCR/BR) JA RITUKSIMABIN PLUS VENETOKLAKSIN (RVE) OBINUTUTSUMABIN (GA101) PLUS VENETOKLAKSIN (GVE) TAI OBINUTUTSUMABIN PLUS IBRUTINIBIN PLUS VENETOKLAKSIN (GIVE) KÄYTÖSTÄ HYVÄKUNTOISILLA POTILAILLA JOILLA ON AIEMMIN HOITAMATON KROONINEN LYMFAATTINEN LEUKEMIA (KLL) ILMAN DELEETIOTA (17P) TAI TP53-MUTAATIOTA","BE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2015-004936-36","A phase 3 multicenter randomized prospective open-label trial ofstandard chemoimmunotherapy (FCR/BR) versus rituximab plus venetoclax(RVe) versus obinutuzumab (GA101) plus venetoclax (GVe)versus obinutuzumab plus ibrutinib plus venetoclax (GIVe) in fit pa-tientswith previously untreated chronic lymphocytic leukemia (CLL) withoutdel(17p) or TP53 mutationVAIHEEN 3 SATUNNAISTETTU PROSPEKTIIVINEN AVOIN MONIKESKUSTUTKIMUS VAKIINTUNEEN KEMOIMMUNOTERAPIAN (FCR/BR) JA RITUKSIMABIN PLUS VENETOKLAKSIN (RVE) OBINUTUTSUMABIN (GA101) PLUS VENETOKLAKSIN (GVE) TAI OBINUTUTSUMABIN PLUS IBRUTINIBIN PLUS VENETOKLAKSIN (GIVE) KÄYTÖSTÄ HYVÄKUNTOISILLA POTILAILLA JOILLA ON AIEMMIN HOITAMATON KROONINEN LYMFAATTINEN LEUKEMIA (KLL) ILMAN DELEETIOTA (17P) TAI TP53-MUTAATIOTA","DE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2015-004936-36","A phase 3 multicenter randomized prospective open-label trial ofstandard chemoimmunotherapy (FCR/BR) versus rituximab plus venetoclax(RVe) versus obinutuzumab (GA101) plus venetoclax (GVe)versus obinutuzumab plus ibrutinib plus venetoclax (GIVe) in fit pa-tientswith previously untreated chronic lymphocytic leukemia (CLL) withoutdel(17p) or TP53 mutationVAIHEEN 3 SATUNNAISTETTU PROSPEKTIIVINEN AVOIN MONIKESKUSTUTKIMUS VAKIINTUNEEN KEMOIMMUNOTERAPIAN (FCR/BR) JA RITUKSIMABIN PLUS VENETOKLAKSIN (RVE) OBINUTUTSUMABIN (GA101) PLUS VENETOKLAKSIN (GVE) TAI OBINUTUTSUMABIN PLUS IBRUTINIBIN PLUS VENETOKLAKSIN (GIVE) KÄYTÖSTÄ HYVÄKUNTOISILLA POTILAILLA JOILLA ON AIEMMIN HOITAMATON KROONINEN LYMFAATTINEN LEUKEMIA (KLL) ILMAN DELEETIOTA (17P) TAI TP53-MUTAATIOTA","IE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-000285-28","A phase II randomised double-blinded placebo-controlled parallel group trial to examine the efficacy and safety of 4 oral doses of BI 425809 once daily over12 week treatment period in patients with SchizophreniaStudio di fase II a gruppi paralleli randomizzato in doppio cieco e controllato con placebo volto a valutare l'efficacia e la sicurezza di 4 dosi orali di BI 425809 somministrate una volta al giorno per un periodo di trattamento di 12 settimane a pazienti affetti da schizofrenia.","AT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2016-000285-28","A phase II randomised double-blinded placebo-controlled parallel group trial to examine the efficacy and safety of 4 oral doses of BI 425809 once daily over12 week treatment period in patients with Schizophrenia","ES","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2016-000285-28","A phase II randomised double-blinded placebo-controlled parallel group trial to examine the efficacy and safety of 4 oral doses of BI 425809 once daily over12 week treatment period in patients with Schizophrenia","DE","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2016-000285-28","A phase II randomised double-blinded placebo-controlled parallel group trial to examine the efficacy and safety of 4 oral doses of BI 425809 once daily over12 week treatment period in patients with SchizophreniaStudio di fase II a gruppi paralleli randomizzato in doppio cieco e controllato con placebo volto a valutare l'efficacia e la sicurezza di 4 dosi orali di BI 425809 somministrate una volta al giorno per un periodo di trattamento di 12 settimane a pazienti affetti da schizofrenia.","IT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","Yes"
"2016-000588-17","A Phase III Randomized Open-label Study to Evaluate Efficacy and Safety of Pembrolizumab (MK-3475) in Combination with Axitinib versus Sunitinib Monotherapy as a First-line Treatment for Locally Advanced or Metastatic Renal Cell Carcinoma (mRCC) (KEYNOTE-426)","HU","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-000588-17","A Phase III Randomized Open-label Study to Evaluate Efficacy and Safety of Pembrolizumab (MK-3475) in Combination with Axitinib versus Sunitinib Monotherapy as a First-line Treatment for Locally Advanced or Metastatic Renal Cell Carcinoma (mRCC) (KEYNOTE-426)","CZ","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-000588-17","A Phase III Randomized Open-label Study to Evaluate Efficacy and Safety of Pembrolizumab (MK-3475) in Combination with Axitinib versus Sunitinib Monotherapy as a First-line Treatment for Locally Advanced or Metastatic Renal Cell Carcinoma (mRCC) (KEYNOTE-426)","DE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-000588-17","A Phase III Randomized Open-label Study to Evaluate Efficacy and Safety of Pembrolizumab (MK-3475) in Combination with Axitinib versus Sunitinib Monotherapy as a First-line Treatment for Locally Advanced or Metastatic Renal Cell Carcinoma (mRCC) (KEYNOTE-426)Estudio de fase III aleatorizado y abierto para evaluar la eficacia y la seguridad de pembrolizumab (MK-3475) en combinación con axitinib frente a sunitinib en monoterapia como tratamiento de primera línea del carcinoma renal metastásico (CRm) o localmente avanzado (KEYNOTE-426)","GB","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-000588-17","A Phase III Randomized Open-label Study to Evaluate Efficacy and Safety of Pembrolizumab (MK-3475) in Combination with Axitinib versus Sunitinib Monotherapy as a First-line Treatment for Locally Advanced or Metastatic Renal Cell Carcinoma (mRCC) (KEYNOTE-426)Estudio de fase III aleatorizado y abierto para evaluar la eficacia y la seguridad de pembrolizumab (MK-3475) en combinación con axitinib frente a sunitinib en monoterapia como tratamiento de primera línea del carcinoma renal metastásico (CRm) o localmente avanzado (KEYNOTE-426)","ES","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-000588-17","A Phase III Randomized Open-label Study to Evaluate Efficacy and Safety of Pembrolizumab (MK-3475) in Combination with Axitinib versus Sunitinib Monotherapy as a First-line Treatment for Locally Advanced or Metastatic Renal Cell Carcinoma (mRCC) (KEYNOTE-426)","PL","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-000588-17","A Phase III Randomized Open-label Study to Evaluate Efficacy and Safety of Pembrolizumab (MK-3475) in Combination with Axitinib versus Sunitinib Monotherapy as a First-line Treatment for Locally Advanced or Metastatic Renal Cell Carcinoma (mRCC) (KEYNOTE-426)Estudio de fase III aleatorizado y abierto para evaluar la eficacia y la seguridad de pembrolizumab (MK-3475) en combinación con axitinib frente a sunitinib en monoterapia como tratamiento de primera línea del carcinoma renal metastásico (CRm) o localmente avanzado (KEYNOTE-426)","FR","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-001018-76","A Randomized Multicenter Open-Label Phase 3 Study of Nivolumab plus Ipilimumab or Nivolumab in Combination with Oxaliplatin plus Fluoropyrimidine versus Oxaliplatin plus Fluoropyrimidine in Subjects with Previously Untreated Advanced or Metastatic Gastric or Gastroesophageal Junction Cancer(CheckMate 649: CHECKpoint pathway and nivoluMab clinical Trial Evaluation 649)","PL","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","No","No","No","Yes"
