"active_comparator","arms","controlled","crossover","design","double_blind","eudract_number","open","parallel_group","placebo","protocol_country_code","randomised","single_blind","title","open_gs","open_orig","arms_gs","arms_orig","double_blind_gs","double_blind_orig","single_blind_gs","single_blind_orig","controlled_gs","controlled_orig","parallel_group_gs","parallel_group_orig","crossover_gs","crossover_orig","randomised_gs","randomised_orig"
"Yes","2+","Yes","No","ok","No","2008-000615-15","Yes","Yes","No","IT","Yes","No","Open-label randomized controlled Phase I/IIstudy of cilengitide to evaluate the safety andefficacy of the combination of different regimensof cilengitide added to cisplatin 5-FU andcetuximab in subjects with recurrent/metastaticsquamous cell cancer of the head and neck(�ADVANTAGE�)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2008-000615-15","Yes","Yes","No","HU","Yes","No","Open-label randomized controlled Phase I/IIstudy of cilengitide to evaluate the safety andefficacy of the combination of different regimensof cilengitide added to cisplatin 5-FU andcetuximab in subjects with recurrent/metastaticsquamous cell cancer of the head and neck(�ADVANTAGE�)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2008-000615-15","Yes","Yes","No","DE","Yes","No","Open-label randomized controlled Phase I/IIstudy of cilengitide to evaluate the safety andefficacy of the combination of different regimensof cilengitide added to cisplatin 5-FU andcetuximab in subjects with recurrent/metastaticsquamous cell cancer of the head and neck(�ADVANTAGE�)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2008-000615-15","Yes","Yes","No","BE","Yes","No","Open-label randomized controlled Phase I/IIstudy of cilengitide to evaluate the safety andefficacy of the combination of different regimensof cilengitide added to cisplatin 5-FU andcetuximab in subjects with recurrent/metastaticsquamous cell cancer of the head and neck(�ADVANTAGE�)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2008-000615-15","Yes","Yes","No","AT","Yes","No","Open-label randomized controlled Phase I/IIstudy of cilengitide to evaluate the safety andefficacy of the combination of different regimensof cilengitide added to cisplatin 5-FU andcetuximab in subjects with recurrent/metastaticsquamous cell cancer of the head and neck(�ADVANTAGE�)","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2008-000615-15","Yes","Yes","No","FR","Yes","No","Open-label randomized controlled Phase I/II study of cilengitide to evaluate the safety and efficacy of the combination of different regimens of cilengitide added to cisplatin 5-FU and cetuximab in subjects with recurrent/metastatic squamous cell cancer of the head and neck.","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2013-001284-23","Yes","Yes","No","DE","Yes","No","A randomized phase IIIB open-label two-arm multicenter comparatiVe study on efficacy and safety of lipegfilgrastim (Lonquex TEVA) in comparison to pegfilgrastim (Neulasta® Amgen) in elderly patients with aggressive B cell Non-HOdgkin lymphomas at hIgh risk for R-CHOP-21-inDuced neutropenia – AVOID Neutropenia","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2013-001284-23","Yes","Yes","No","IT","Yes","No","A randomized phase IIIB open-label two-arm multicenter comparatiVe study on efficacy and safety of lipegfilgrastim (Lonquex TEVA) in comparison to pegfilgrastim (Neulasta® Amgen) in elderly patients with aggressive B cell Non-HOdgkin lymphomas at hIgh risk for R-CHOP-21-inDuced neutropenia – AVOID Neutropenia","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","No","2013-001284-23","Yes","Yes","No","ES","Yes","No","A randomized phase IIIB open-label two-arm multicenter comparatiVe study on efficacy and safety of lipegfilgrastim (Lonquex TEVA) in comparison to pegfilgrastim (Neulasta® Amgen) in elderly patients with aggressive B cell Non-HOdgkin lymphomas at hIgh risk for R-CHOP-21-inDuced neutropenia – AVOID Neutropenia","Yes","Yes","2+","2+","No","No","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","No","2012-005078-70","Yes","No","No","DK","Yes","No","Adjuvant chemotherapy with gemcitabine and cisplatin compared to observation after curative intent resection of cholangiocarcinoma and muscle invasive gallbladder carcinoma (ACTICCA-1 trial)A randomized multidisciplinary multinational AIO/DGAV/DGVS phase III trial.","Yes","Yes","2+","2+","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes"
"No","2+","Yes","No","ok","No","2012-005078-70","Yes","No","No","NL","Yes","No","Adjuvant chemotherapy with gemcitabine and cisplatin compared to observation after curative intent resection of cholangiocarcinoma and muscle invasive gallbladder carcinoma (ACTICCA-1 trial)A randomized multidisciplinary multinational AIO/DGAV/DGVS phase III trial.","Yes","Yes","2+","2+","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes"
"No","2+","Yes","No","ok","No","2012-005078-70","Yes","No","No","AT","Yes","No","Adjuvant chemotherapy with gemcitabine and cisplatin compared to observation after curative intent resection of cholangiocarcinoma and muscle invasive gallbladder carcinoma (ACTICCA-1 trial)A randomized multidisciplinary multinational AIO/DGAV/DGVS phase III trial.","Yes","Yes","2+","2+","No","No","No","No","Yes","No","Yes","No","No","No","Yes","Yes"
"","2+","No","No","ok","No","2013-003763-56","Yes","No","","ES","No","No","Proof of Concept Study of Eurartesim® in Patients with Imported Uncomplicated Plasmodium Vivax Malaria","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"","2+","No","No","ok","No","2013-003763-56","Yes","No","","DE","No","No","Proof of Concept Study of Eurartesim® in Patients with Imported Uncomplicated Plasmodium Vivax Malaria","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"","2+","No","No","ok","No","2013-003763-56","Yes","No","","NL","No","No","Proof of Concept Study of Eurartesim® in Patients with Imported Uncomplicated Plasmodium Vivax Malaria","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"","2+","No","No","ok","No","2013-003763-56","Yes","No","","IT","No","No","Proof of Concept Study of Eurartesim® in Patients with Imported Uncomplicated Plasmodium Vivax Malaria Estudio Prueba de Concepto de Eurartesim® en pacientes con paludismo importado no complicado debido a Plasmodium vivax","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"Yes","2+","Yes","No","ok","Yes","2010-022579-68","No","Yes","Yes","DE","Yes","No","COR-1 an anti-ß1 receptor antibody cyclopeptide in heart failure: a phase II multicentre randomised double-blind and placebo-controlled study with parallel groups","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","1","No","No","ok","No","2013-002053-30","Yes","No","No","DE","No","No","A Multicenter Single Arm Phase Ib/II Study to Evaluate Efficacy Safety and PK ofMSC2156119J as Monotherapy in Subjects with MET+ Advanced Hepatocellular Carcinoma withChild Pugh Class A Liver Function Who Have Failed Sorafenib TreatmentEstudio de fase Ib/II multicéntrico de un solo grupo para evaluar la eficacia la seguridad y la FC de MSC2156119J en monoterapia en sujetos con carcinoma hepatocelular avanzado MET+ con función hepática de clase A de Child Pugh que han presentado fracaso durante el tratamiento con sorafenib","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"No","1","No","No","ok","No","2013-002053-30","Yes","No","No","ES","No","No","A Multicenter Single Arm Phase Ib/II Study to Evaluate Efficacy Safety and PK ofMSC2156119J as Monotherapy in Subjects with MET+ Advanced Hepatocellular Carcinoma withChild Pugh Class A Liver Function Who Have Failed Sorafenib TreatmentStudio multicentrico a braccio singolo di Fase Ib/II per valutare l’efficacia la sicurezza e la farmacocinetica (PK) di MSC2156119J in monoterapia in soggetti affetti da carcinoma epatocellulare avanzato MET positivo (MET+) con funzionalità epatica Child Pugh di classe A non responsivi al trattamento con Sorafenib","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"No","1","No","No","ok","No","2013-002053-30","Yes","No","No","BE","No","No","A Multicenter Single Arm Phase Ib/II Study to Evaluate Efficacy Safety and PK ofMSC2156119J as Monotherapy in Subjects with MET+ Advanced Hepatocellular Carcinoma withChild Pugh Class A Liver Function Who Have Failed Sorafenib TreatmentEstudio de fase Ib/II multicéntrico de un solo grupo para evaluar la eficacia la seguridad y la FC de MSC2156119J en monoterapia en sujetos con carcinoma hepatocelular avanzado MET+ con función hepática de clase A de Child Pugh que han presentado fracaso durante el tratamiento con sorafenib","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"No","1","No","No","ok","No","2013-002053-30","Yes","No","No","IT","No","No","A Multicenter Single Arm Phase Ib/II Study to Evaluate Efficacy Safety and PK ofMSC2156119J as Monotherapy in Subjects with MET+ Advanced Hepatocellular Carcinoma withChild Pugh Class A Liver Function Who Have Failed Sorafenib TreatmentStudio multicentrico a braccio singolo di Fase Ib/II per valutare l’efficacia la sicurezza e la farmacocinetica (PK) di MSC2156119J in monoterapia in soggetti affetti da carcinoma epatocellulare avanzato MET positivo (MET+) con funzionalità epatica Child Pugh di classe A non responsivi al trattamento con Sorafenib","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","SE","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung Cancer","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","FR","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung Cancer","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","ES","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung Cancer","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","GB","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung CancerKettősvak randomizált placebóval ellenőrzött III. fázisú vizsgálat az adjuváns kezelésként alkalmazott recMAGE-A3 + AS15 antigén-specifikus tumorellenes immunterápia hatékonyságának értékelésére olyan betegekben akiknek rezekálható MAGE-A3-antigén pozitív nem kissejtes tüdőkarcinómájuk van","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","BE","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung CancerKettősvak randomizált placebóval ellenőrzött III. fázisú vizsgálat az adjuváns kezelésként alkalmazott recMAGE-A3 + AS15 antigén-specifikus tumorellenes immunterápia hatékonyságának értékelésére olyan betegekben akiknek rezekálható MAGE-A3-antigén pozitív nem kissejtes tüdőkarcinómájuk van","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","CZ","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung CancerKettősvak randomizált placebóval ellenőrzött III. fázisú vizsgálat az adjuváns kezelésként alkalmazott recMAGE-A3 + AS15 antigén-specifikus tumorellenes immunterápia hatékonyságának értékelésére olyan betegekben akiknek rezekálható MAGE-A3-antigén pozitív nem kissejtes tüdőkarcinómájuk van","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","LV","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung Cancer","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","DE","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung CancerKettősvak randomizált placebóval ellenőrzött III. fázisú vizsgálat az adjuváns kezelésként alkalmazott recMAGE-A3 + AS15 antigén-specifikus tumorellenes immunterápia hatékonyságának értékelésére olyan betegekben akiknek rezekálható MAGE-A3-antigén pozitív nem kissejtes tüdőkarcinómájuk van","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","HU","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung Cancer","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","IT","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung CancerKettősvak randomizált placebóval ellenőrzött III. fázisú vizsgálat az adjuváns kezelésként alkalmazott recMAGE-A3 + AS15 antigén-specifikus tumorellenes immunterápia hatékonyságának értékelésére olyan betegekben akiknek rezekálható MAGE-A3-antigén pozitív nem kissejtes tüdőkarcinómájuk van","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","FI","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung Cancer","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","EE","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung CancerKettősvak randomizált placebóval ellenőrzött III. fázisú vizsgálat az adjuváns kezelésként alkalmazott recMAGE-A3 + AS15 antigén-specifikus tumorellenes immunterápia hatékonyságának értékelésére olyan betegekben akiknek rezekálható MAGE-A3-antigén pozitív nem kissejtes tüdőkarcinómájuk van","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","IE","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung CancerKettősvak randomizált placebóval ellenőrzött III. fázisú vizsgálat az adjuváns kezelésként alkalmazott recMAGE-A3 + AS15 antigén-specifikus tumorellenes immunterápia hatékonyságának értékelésére olyan betegekben akiknek rezekálható MAGE-A3-antigén pozitív nem kissejtes tüdőkarcinómájuk van","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","SI","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung Cancer","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","AT","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung Cancer","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","GR","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung Cancer","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-001283-73","No","Yes","Yes","NL","Yes","No","A double-blind randomized placebo-controlled Phase III study to assess the efficacy of recMAGE-A3 + AS15 Antigen-Specific Cancer Immunotherapeutic as adjuvant therapy in patients with resectable MAGE-A3-positive Non-Small Cell Lung Cancer","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2014-003878-16","No","Yes","No","NL","Yes","No","A Phase 3 randomized double-blind study of PF-06439535 plus Paclitaxel-Carboplatin and Bevacizumab plus Paclitaxel-Carboplatin for the first-line treatment of patients with advanced non-squamous non-small cell lung cancerStudio di fase 3 randomizzato in doppio cieco su PF-06439535 in associazione con paclitaxel-carboplatino e bevacizumab in associazione con paclitaxel-carboplatino per il trattamento di prima linea di pazienti affetti da carcinoma polmonare non a piccole cellule non squamoso in stadio avanzato","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2014-003878-16","No","Yes","No","HR","Yes","No","A Phase 3 randomized double-blind study of PF-06439535 plus Paclitaxel-Carboplatin and Bevacizumab plus Paclitaxel-Carboplatin for the first-line treatment of patients with advanced non-squamous non-small cell lung cancer. RANDOMIZOVANÉ DVOJITO ZASLEPENÉ KLINICKÉ SKÚŠANIE FÁZY 3 POROVNÁVAJÚCE KOMBINÁCIU PF 06439535 PLUS PAKLITAXEL-KARBOPLATINA A BEVACIZUMAB PLUS PAKLITAXEL-KARBOPLATINA AKO PRVOLÍNIOVEJ LIEČBY PACIENTOV S POKROČILOU NESKVAMÓZNOU NEMALOBUNKOVOU RAKOVINOU PĽÚC","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2014-003878-16","No","Yes","No","IT","Yes","No","A Phase 3 randomized double-blind study of PF-06439535 plus Paclitaxel-Carboplatin and Bevacizumab plus Paclitaxel-Carboplatin for the first-line treatment of patients with advanced non-squamous non-small cell lung cancer. RANDOMIZOVANÉ DVOJITO ZASLEPENÉ KLINICKÉ SKÚŠANIE FÁZY 3 POROVNÁVAJÚCE KOMBINÁCIU PF 06439535 PLUS PAKLITAXEL-KARBOPLATINA A BEVACIZUMAB PLUS PAKLITAXEL-KARBOPLATINA AKO PRVOLÍNIOVEJ LIEČBY PACIENTOV S POKROČILOU NESKVAMÓZNOU NEMALOBUNKOVOU RAKOVINOU PĽÚC","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2014-003878-16","No","Yes","No","SK","Yes","No","A Phase 3 randomized double-blind study of PF-06439535 plus Paclitaxel-Carboplatin and Bevacizumab plus Paclitaxel-Carboplatin for the first-line treatment of patients with advanced non-squamous non-small cell lung cancerStudio di fase 3 randomizzato in doppio cieco su PF-06439535 in associazione con paclitaxel-carboplatino e bevacizumab in associazione con paclitaxel-carboplatino per il trattamento di prima linea di pazienti affetti da carcinoma polmonare non a piccole cellule non squamoso in stadio avanzato","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2014-003878-16","No","Yes","No","HU","Yes","No","A Phase 3 randomized double-blind study of PF-06439535 plus Paclitaxel-Carboplatin and Bevacizumab plus Paclitaxel-Carboplatin for the first-line treatment of patients with advanced non-squamous non-small cell lung cancer.","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2014-003878-16","No","Yes","No","CZ","Yes","No","A Phase 3 randomized double-blind study of PF-06439535 plus Paclitaxel-Carboplatin and Bevacizumab plus Paclitaxel-Carboplatin for the first-line treatment of patients with advanced non-squamous non-small cell lung cancerStudio di fase 3 randomizzato in doppio cieco su PF-06439535 in associazione con paclitaxel-carboplatino e bevacizumab in associazione con paclitaxel-carboplatino per il trattamento di prima linea di pazienti affetti da carcinoma polmonare non a piccole cellule non squamoso in stadio avanzato","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2014-003878-16","No","Yes","No","ES","Yes","No","A Phase 3 randomized double-blind study of PF-06439535 plus Paclitaxel-Carboplatin and Bevacizumab plus Paclitaxel-Carboplatin for the first-line treatment of patients with advanced non-squamous non-small cell lung cancer. Randomizirano dvostruko slijepo ispitivanje faze III lijeka PF 06439535 u kombinaciji s paklitakselom i karboplatinom  te bevacizumaba u kombinaciji s  paklitakselom i karboplatinom  kao prve linije liječenja u bolesnika s uznapredovalim neskvamoznim karcinomom nemalih stanica pluća","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2014-003878-16","No","Yes","No","DE","Yes","No","A Phase 3 randomized double-blind study of PF-06439535 plus Paclitaxel-Carboplatin and Bevacizumab plus Paclitaxel-Carboplatin for the first-line treatment of patients with advanced non-squamous non-small cell lung cancer. Randomizirano dvostruko slijepo ispitivanje faze III lijeka PF 06439535 u kombinaciji s paklitakselom i karboplatinom  te bevacizumaba u kombinaciji s  paklitakselom i karboplatinom  kao prve linije liječenja u bolesnika s uznapredovalim neskvamoznim karcinomom nemalih stanica pluća","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2014-003878-16","No","Yes","No","GR","Yes","No","A Phase 3 randomized double-blind study of PF-06439535 plus Paclitaxel-Carboplatin and Bevacizumab plus Paclitaxel-Carboplatin for the first-line treatment of patients with advanced non-squamous non-small cell lung cancer.ESTUDIO EN FASE III ALEATORIZADO Y DOBLE CIEGO DE PF-06439535 MÁS PACLITAXEL-CARBOPLATINO Y BEVACIZUMAB MÁS PACLITAXEL-CARBOPLATINO PARA EL TRATAMIENTO DE PRIMERA LÍNEA DE PACIENTES CON CÁNCER DE PULMÓN NO ESCAMOCELULAR NO MICROCÍTICO AVANZADO","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"Yes","2+","Yes","No","ok","Yes","2014-003878-16","No","Yes","No","PL","Yes","No","A Phase 3 randomized double-blind study of PF-06439535 plus Paclitaxel-Carboplatin and Bevacizumab plus Paclitaxel-Carboplatin for the first-line treatment of patients with advanced non-squamous non-small cell lung cancer.ESTUDIO EN FASE III ALEATORIZADO Y DOBLE CIEGO DE PF-06439535 MÁS PACLITAXEL-CARBOPLATINO Y BEVACIZUMAB MÁS PACLITAXEL-CARBOPLATINO PARA EL TRATAMIENTO DE PRIMERA LÍNEA DE PACIENTES CON CÁNCER DE PULMÓN NO ESCAMOCELULAR NO MICROCÍTICO AVANZADO","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-006263-68","No","Yes","Yes","DK","Yes","No","RANDOMIZED DOUBLE-BLIND PLACEBO-CONTROLLED TRIAL OF 6 MONTHS VERSUS 12 MONTHS CLOPIDOGREL THERAPY AFTER IMPLANTATION OF A DRUG-ELUTING STENT SAFETY AND EFFICACY OF SIX MONTHS DUAL ANTIPLATELET THERAPY AFTER DRUG-ELUTING STENTING – ISAR-SAFE","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-006263-68","No","Yes","Yes","AT","Yes","No","RANDOMIZED DOUBLE-BLIND PLACEBO-CONTROLLED TRIAL OF 6 MONTHS VERSUS 12 MONTHS CLOPIDOGREL THERAPY AFTER IMPLANTATION OF A DRUG-ELUTING STENT SAFETY AND EFFICACY OF SIX MONTHS DUAL ANTIPLATELET THERAPY AFTER DRUG-ELUTING STENTING – ISAR-SAFE","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","2+","Yes","No","ok","Yes","2007-006263-68","No","Yes","Yes","DE","Yes","No","RANDOMIZED DOUBLE-BLIND PLACEBO-CONTROLLED TRIAL OF 6 MONTHS VERSUS 12 MONTHS CLOPIDOGREL THERAPY AFTER IMPLANTATION OF A DRUG-ELUTING STENT SAFETY AND EFFICACY OF SIX MONTHS DUAL ANTIPLATELET THERAPY AFTER DRUG-ELUTING STENTING – ISAR-SAFE","No","No","2+","2+","Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No","Yes","Yes"
"No","1","Yes","No","ok","No","2013-000068-27","Yes","No","No","DE","No","No","A Phase Ib/IIa multicentric study to determine the safety and efficacy of a combination of anti-CD3 & anti-CD7 ricin A immunotoxins (T-Guard) for the treatment of steroid-resistant acute Graft-versus-Host Disease.","Yes","Yes","1","2+","No","No","No","No","No","No","No","No","No","No","No","No"
"No","1","Yes","No","ok","No","2013-000068-27","Yes","No","No","NL","No","No","A Phase Ib/IIa multicentric study to determine the safety and efficacy of a combination of anti-CD3 & anti-CD7 ricin A immunotoxins (T-Guard) for the treatment of steroid-resistant acute Graft-versus-Host Disease.A Fase Ib/IIa multi-center studie ter bepaling van de veiligheid en effectiviteit van een combinatie van anti-CD3 en anti-CD7 ricine A immunotoxins (T-Guard) voor de behandeling van steroïde-resistente acute Graft-versus-Host Disease.","Yes","Yes","1","2+","No","No","No","No","No","No","No","No","No","No","No","No"
"","2+","No","No","","No","2011-004301-24","Yes","No","","IT","No","No","The ONE Study: A Unified Approach to Evaluating Cellular Immunotherapy in Solid Organ Transplantation – Reference Group Trial","Yes","Yes","1","1","No","No","No","No","No","No","No","No","No","No","No","No"
