"arms","open","double_blind","single_blind","controlled","parallel_group","crossover","randomised","eudract_number","title","protocol_country_code"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003839-30","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","PL"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003839-30","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-003839-30","A randomised double-blind parallel group placebo-controlled multi-centre Phase III study to assess the efficacy and safety of olaparib versus placebo as adjuvant treatment in patients with germline BRCA1/2 mutations and high risk HER2 negative primary breast cancer who have completed definitive local treatment and neoadjuvant or adjuvant chemotherapy.","ES"
"2+","Yes","No","No","No","No","No","No","2013-000516-25","A Phase 3 Open-label Safety Study of Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Alafenamide Single-Tablet Regimen in HIV-1 Positive Patients with Mild to Moderate Renal Impairment","GB"
"2+","Yes","No","No","No","No","No","No","2013-000516-25","A Phase 3 Open-label Safety Study of Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Alafenamide Single-Tablet Regimen in HIV-1 Positive Patients with Mild to Moderate Renal ImpairmentEstudio de fase 3 abierto para evaluar la seguridad del tratamiento en un solo comprimido de elvitegravir/cobicistat/emtricitabina/tenofovir alafenamida en pacientes infectados por el VIH 1 con insuficiencia renal leve o moderada","IT"
"2+","Yes","No","No","No","No","No","No","2013-000516-25","A Phase 3 Open-label Safety Study of Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Alafenamide Single-Tablet Regimen in HIV-1 Positive Patients with Mild to Moderate Renal ImpairmentEstudio de fase 3 abierto para evaluar la seguridad del tratamiento en un solo comprimido de elvitegravir/cobicistat/emtricitabina/tenofovir alafenamida en pacientes infectados por el VIH 1 con insuficiencia renal leve o moderada","AT"
"2+","Yes","No","No","No","No","No","No","2013-000516-25","A Phase 3 Open-label Safety Study of Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Alafenamide Single-Tablet Regimen in HIV-1 Positive Patients with Mild to Moderate Renal Impairment","DE"
"2+","Yes","No","No","No","No","No","No","2013-000516-25","A Phase 3 Open-label Safety Study of Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Alafenamide Single-Tablet Regimen in HIV-1 Positive Patients with Mild to Moderate Renal ImpairmentEstudio de fase 3 abierto para evaluar la seguridad del tratamiento en un solo comprimido de elvitegravir/cobicistat/emtricitabina/tenofovir alafenamida en pacientes infectados por el VIH 1 con insuficiencia renal leve o moderada","NL"
"2+","Yes","No","No","No","No","No","No","2013-000516-25","A Phase 3 Open-label Safety Study of Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Alafenamide Single-Tablet Regimen in HIV-1 Positive Patients with Mild to Moderate Renal ImpairmentEstudio de fase 3 abierto para evaluar la seguridad del tratamiento en un solo comprimido de elvitegravir/cobicistat/emtricitabina/tenofovir alafenamida en pacientes infectados por el VIH 1 con insuficiencia renal leve o moderada","ES"
"2+","Yes","No","No","No","No","No","No","2013-000516-25","A Phase 3 Open-label Safety Study of Elvitegravir/Cobicistat/Emtricitabine/Tenofovir Alafenamide Single-Tablet Regimen in HIV-1 Positive Patients with Mild to Moderate Renal ImpairmentEstudio de fase 3 abierto para evaluar la seguridad del tratamiento en un solo comprimido de elvitegravir/cobicistat/emtricitabina/tenofovir alafenamida en pacientes infectados por el VIH 1 con insuficiencia renal leve o moderada","BE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2014-000331-16","A Phase 2 Multi-Center Randomised Double-Blind Ascending-Dose Placebo-Controlled Clinical Study to Assess the Safety and Efficacy of Fostamatinib in the Treatment of IgA Nephropathy","GB"
"2+","No","Yes","No","Yes","Yes","No","Yes","2014-000331-16","A Phase 2 Multi-Center Randomised Double-Blind Ascending-Dose Placebo-Controlled Clinical Study to Assess the Safety and Efficacy of Fostamatinib in the Treatment of IgA Nephropathy","AT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2010-020821-41","PREVAIL: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Chemotherapy-Naïve Patients with Progressive Metastatic Prostate Cancer Who Have Failed Androgen Deprivation Therapy","SE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2010-020821-41","PREVAIL: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Chemotherapy-Naïve Patients with Progressive Metastatic Prostate Cancer Who Have Failed Androgen Deprivation Therapy","LT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2010-020821-41","PREVAIL: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Chemotherapy-Naïve Patients with Progressive Metastatic Prostate Cancer Who Have Failed Androgen Deprivation Therapy","BE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2010-020821-41","PREVAIL: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Chemotherapy-Naïve Patients with Progressive Metastatic Prostate Cancer Who Have Failed Androgen Deprivation Therapy","DK"
"2+","No","Yes","No","Yes","Yes","No","Yes","2010-020821-41","PREVAIL: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Chemotherapy-Naïve Patients with Progressive Metastatic Prostate Cancer Who Have Failed Androgen Deprivation Therapy","GB"
"2+","No","Yes","No","Yes","Yes","No","Yes","2010-020821-41","PREVAIL: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Chemotherapy-Naïve Patients with Progressive Metastatic Prostate Cancer Who Have Failed Androgen Deprivation Therapy","AT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2010-020821-41","PREVAIL: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Chemotherapy-Naïve Patients with Progressive Metastatic Prostate Cancer Who Have Failed Androgen Deprivation Therapy","SK"
"2+","No","Yes","No","Yes","Yes","No","Yes","2010-020821-41","PREVAIL: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Chemotherapy-Naïve Patients with Progressive Metastatic Prostate Cancer Who Have Failed Androgen Deprivation Therapy","ES"
"2+","No","Yes","No","Yes","Yes","No","Yes","2010-020821-41","PREVAIL: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Chemotherapy-Naïve Patients with Progressive Metastatic Prostate Cancer Who Have Failed Androgen Deprivation Therapy","IT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2010-020821-41","PREVAIL: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Chemotherapy-Naïve Patients with Progressive Metastatic Prostate Cancer Who Have Failed Androgen Deprivation Therapy","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2010-020821-41","PREVAIL: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Chemotherapy-Naïve Patients with Progressive Metastatic Prostate Cancer Who Have Failed Androgen Deprivation Therapy","NL"
"2+","No","Yes","No","Yes","Yes","No","Yes","2010-020821-41","PREVAIL: A Multinational Phase 3 Randomized Double-Blind Placebo-Controlled Efficacy and Safety Study of Oral MDV3100 in Chemotherapy-Naïve Patients with Progressive Metastatic Prostate Cancer Who Have Failed Androgen Deprivation Therapy","FI"
"2+","No","Yes","No","Yes","Yes","No","Yes","2011-006250-90","Randomized double-blind placebo controlled Phase II study to evaluate the efficacy and safety of Sorafenib treatment in patients with advanced (recurrent persistent and/or metastasizing) medullary thyroid carcinoma (SUMMIT).Randomisierte doppelblinde Placebo-kontrollierte Phase II-Studie zur Bewertung von Wirksamkeit und Sicherheit einer Behandlung mit Sorafenib bei Patienten mit medullärem Schilddrüsenkarzinom (SUMMIT)","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2011-006250-90","Randomized double-blind placebo controlled Phase II study to evaluate the efficacy and safety of Sorafenib treatment in patients with advanced (recurrent persistent and/or metastasizing) medullary thyroid carcinoma (SUMMIT).Randomisierte doppelblinde Placebo-kontrollierte Phase II-Studie zur Bewertung von Wirksamkeit und Sicherheit einer Behandlung mit Sorafenib bei Patienten mit medullärem Schilddrüsenkarzinom (SUMMIT)","AT"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","DK"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","AT"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","SE"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","LT"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","ES"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","SI"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","CZ"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","EE"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","PT"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","HU"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","BE"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","LV"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","BG"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","NL"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","SK"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","GB"
"2+","Yes","No","No","No","No","No","No","2009-017775-19","A Phase IIIb multicentre open-label study of nilotinib in adult patients with newly diagnosed Philadelphia chromosome and/or BCR-ABL positive CML in chronic phase","FI"
"1","No","Yes","No","Yes","No","No","Yes","2008-001252-52","A multicenter randomized double-blind placebo controlled efficacy and safety trial of intravenous zoledronic acid twice yearly compared to placebo in osteoporotic children treated with glucocorticoids","HU"
"1","No","Yes","No","Yes","No","No","Yes","2008-001252-52","A multicenter randomized double-blind placebo controlled efficacy and safety trial of intravenous zoledronic acid twice yearly compared to placebo in osteoporotic children treated with glucocorticoids","Outside EU/EEA"
"1","No","Yes","No","Yes","No","No","Yes","2008-001252-52","A multicenter randomized double-blind placebo controlled efficacy and safety trial  of intravenous (i.v.) zoledronic acid twice yearly compared to placebo in osteoporotic children treated with glucocorticoids for chronic inflammatory conditions.","BE"
"1","No","Yes","No","Yes","No","No","Yes","2008-001252-52","A multicenter randomized double-blind placebo controlled efficacy and safety trial  of intravenous (i.v.) zoledronic acid twice yearly compared to placebo in osteoporotic children treated with glucocorticoids for chronic inflammatory conditions.","FI"
"1","No","Yes","No","Yes","No","No","Yes","2008-001252-52","A multicenter randomized double-blind placebo controlled efficacy and safety trial  of intravenous (i.v.) zoledronic acid twice yearly compared to placebo in osteoporotic children treated with glucocorticoids for chronic inflammatory conditions.","IT"
"1","No","Yes","No","Yes","No","No","Yes","2008-001252-52","A multicenter randomized double-blind placebo controlled efficacy and safety trial  of intravenous (i.v.) zoledronic acid twice yearly compared to placebo in osteoporotic children treated with glucocorticoids for chronic inflammatory conditions.","GB"
"1","No","Yes","No","Yes","No","No","Yes","2008-001252-52","A multicenter randomized double-blind placebo controlled efficacy and safety trial  of intravenous (i.v.) zoledronic acid twice yearly compared to placebo in osteoporotic children treated with glucocorticoids for chronic inflammatory conditions.","PL"
"1","No","Yes","No","Yes","No","No","Yes","2008-001252-52","A multicenter randomized double-blind placebo controlled efficacy and safety trial of intravenous zoledronic acid twice yearly compared to placebo in osteoporotic children treated with glucocorticoids","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-000701-11","A Randomized Double-Blind Phase 3 Trial Comparing Docetaxel Combined with Dasatinib to Docetaxel Combined with Placebo in Castration-Resistant Prostate CancerRevised Protocol 03 incorporating Administrative Letter(s) 02 andAmendment(s) 05+Protocol Amendment 01 (v1.0 date 20-Jun-2008)","IT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-000701-11","A Randomized Double-Blind Phase 3 Trial Comparing Docetaxel Combined with Dasatinib to Docetaxel Combined with Placebo in Castration-Resistant Prostate Cancer.Revised Protocol 03 incorporating Administrative Letter(s) 02 andAmendment(s) 05+ Protocol Amendment 01 (v1.0 date 20-Jun-2008)","FI"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-000701-11","A Randomized Double-Blind Phase 3 Trial Comparing Docetaxel Combined withDasatinib to Docetaxel Combined with Placebo in Castration-Resistant Prostate Cancer+Protocol Amendment 01 (v1.0 date 20-Jun-2008)","FR"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-000701-11","A Randomized Double-Blind Phase 3 Trial Comparing Docetaxel Combined with Dasatinib to Docetaxel Combined with Placebo in Castration-Resistant Prostate Cancer","SE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-000701-11","A Randomized Double-Blind Phase 3 Trial Comparing Docetaxel Combined with Dasatinib to Docetaxel Combined with Placebo in Castration-Resistant Prostate CancerRevised Protocol 03 incorporating Administrative Letter(s) 02 andAmendment(s) 05+Protocol Amendment 01 (v1.0 date 20-Jun-2008)","CZ"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-000701-11","A Randomized Double-Blind Phase 3 Trial Comparing Docetaxel Combined with Dasatinib to Docetaxel Combined with Placebo in Castration-Resistant Prostate Cancer","HU"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-000701-11","A Randomized Double-Blind Phase 3 Trial Comparing Docetaxel Combined withDasatinib to Docetaxel Combined with Placebo in Castration-Resistant Prostate Cancer","IE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-000701-11","A Randomized Double-Blind Phase 3 Trial Comparing Docetaxel Combined with Dasatinib to Docetaxel Combined with Placebo in Castration-Resistant Prostate Cancer.Revised Protocol 03 incorporating Administrative Letter(s) 02 andAmendment(s) 05+ Protocol Amendment 01 (v1.0 date 20-Jun-2008)","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-000701-11","A Randomized Double-Blind Phase 3 Trial Comparing DocetaxelCombined with Dasatinib to Docetaxel Combined with Placebo inCastration-Resistant Prostate CancerRevised Protocol 03 incorporating Administrative Letter(s) 02 andAmendment(s) 05+ Protocol Amendment 01 (v1.0 date 20-Jun-2008)","GR"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-000701-11","A Randomized Double-Blind Phase 3 Trial Comparing Docetaxel Combined with Dasatinib to Docetaxel Combined with Placebo in Castration-Resistant Prostate CancerRevised Protocol 03 incorporating Administrative Letter(s) 02 andAmendment(s) 05+ Protocol Amendment 01 (v1.0 date 20-Jun-2008)","GB"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-003800-73","A phase III multicentre randomised double-blind placebo controlled clinical trial to investigate the efficacy and safety of 10 or 20 mg/day aerosolised liposomal ciclosporin A (L-CsA) versus aerosolised placebo in the prevention of bronchiolitis obliterans syndrome (BOS) in lung transplant (LT) patients","DK"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-003800-73","A phase II multicentre randomised double-blind placebo controlled clinical trial to investigate the efficacy and safety of 10 or 20 mg/day aerosolised liposomal ciclosporin A (L-CsA) versus aerosolised placebo in the prevention of bronchiolitis obliterans syndrome (BOS) in lung transplant (LT) patients","GB"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-003800-73","A phase II multicentre randomised double-blind placebo controlled clinical trial to investigate the efficacy and safety of 10 or 20 mg/day aerosolised liposomal ciclosporin A (L-CsA) versus aerosolised placebo in the prevention of bronchiolitis obliterans syndrome (BOS) in lung transplant (LT) patients","AT"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-003800-73","A phase III multicentre randomised double-blind placebo controlled clinical trial to investigate the efficacy and safety of 10 or 20 mg/day aerosolised liposomal ciclosporin A (L-CsA) versus aerosolised placebo in the prevention of bronchiolitis obliterans syndrome (BOS) in lung transplant (LT) patients","BE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-003800-73","A phase II multicentre randomised double-blind placebo controlled clinical trial to investigate the efficacy and safety of 10 or 20 mg/day aerosolised liposomal ciclosporin A (L-CsA) versus aerosolised placebo in the prevention of bronchiolitis obliterans syndrome (BOS) in lung transplant (LT) patients","DE"
"2+","No","Yes","No","Yes","Yes","No","Yes","2008-003800-73","A phase III multicentre randomised double-blind placebo controlled clinical trial to investigate the efficacy and safety of 10 or 20 mg/day aerosolised liposomal ciclosporin A (L-CsA) versus aerosolised placebo in the prevention of bronchiolitis obliterans syndrome (BOS) in lung transplant (LT) patients","ES"
"2+","Yes","No","No","Yes","Yes","No","Yes","2015-002212-32","Granulocyte colony stimulating factor (G-CSF) to treat acute-on-chronic liver failure: Amulticentre randomized Trial","DE"
"1","Yes","No","No","No","No","No","No","2011-004301-24","The ONE Study: A Unified Approach to Evaluating Cellular Immunotherapy in Solid Organ Transplantation – Reference Group Trial","IT"
"1","Yes","No","No","No","No","No","No","2011-004301-24","The ONE Study: A Unified Approach to Evaluating Cellular Immunotherapy in Solid Organ Transplantation – Reference Group Trial","DE"
"1","Yes","No","No","No","No","No","No","2011-004301-24","The ONE Study: A Unified Approach to Evaluating Cellular Immunotherapy in Solid Organ Transplantation – Reference Group Trial","FR"
"2+","No","Yes","No","Yes","Yes","No","Yes","2013-002539-13","Multicenter randomized double masked parallel design exploratory study to assess safety and efficacy of two different doses of intravitreal anti-VEGF treatment with ranibizumab (0.12 mg vs. 0.20 mg) in infants with retinopathy of prematurity (ROP)Eine multizentrische randomisierte doppelblinde zweiarmige explorative Studie zur vergleichenden Beurteilung der Sicherheit und Wirksamkeit zweier unterschiedlicher Dosen intravitrealer Ranibizumab-Injektionen (012 mg vs. 020 mg) bei Kindern mit Frühgeborenenretinopathie (ROP)","DE"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","IE"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","SE"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","DE"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","NO"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","AT"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","HU"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","NL"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","ES"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","GB"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","FI"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","CZ"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","BE"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","DK"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","PL"
"2+","Yes","No","No","Yes","No","No","Yes","2013-000277-72","The MILO Study (MEK Inhibitor in Low-grade Serous Ovarian Cancer):A Multinational Randomized Open-label Phase 3 Study of MEK162 vs. Physician’s Choice Chemotherapy in Patients with Recurrent or Persistent Low-grade Serous Carcinomas of the Ovary Fallopian Tube or Primary Peritoneum","IT"
"2+","Yes","No","No","Yes","Yes","No","Yes","2015-001641-89","Phase III Randomized Clinical Trial of Lurbinectedin (PM01183)/Doxorubicin (DOX) versus Cyclophosphamide (CTX) Doxorubicin (DOX) and Vincristine (VCR) (CAV) or Topotecan as Treatment in Patients with Small-Cell Lung Cancer (SCLC) Who Failed One Prior Platinum-containing Line (ATLANTIS Trial)Ensayo clínico de fase III aleatorizado de lurbinectedin (PM01183)/doxorubicina (DOX) en comparación con ciclofosfamida (CTX) doxorubicina (DOX) y vincristina (VCR) (CAV) o topotecán como tratamiento en pacientes con carcinoma microcítico de pulmón (CMP) en quienes ha fracasado una línea de tratamiento anterior con platino (ensayo ATLANTIS)","CZ"
"2+","Yes","No","No","Yes","Yes","No","Yes","2015-001641-89","Phase III Randomized Clinical Trial of Lurbinectedin (PM01183)/Doxorubicin (DOX) versus Cyclophosphamide (CTX) Doxorubicin (DOX) and Vincristine (VCR) (CAV) or Topotecan as Treatment in Patients with Small-Cell Lung Cancer (SCLC) Who Failed One Prior Platinum-containing Line (ATLANTIS Trial)Ensayo clínico de fase III aleatorizado de lurbinectedin (PM01183)/doxorubicina (DOX) en comparación con ciclofosfamida (CTX) doxorubicina (DOX) y vincristina (VCR) (CAV) o topotecán como tratamiento en pacientes con carcinoma microcítico de pulmón (CMP) en quienes ha fracasado una línea de tratamiento anterior con platino (ensayo ATLANTIS)","GB"
"2+","Yes","No","No","Yes","Yes","No","Yes","2015-001641-89","Phase III Randomized Clinical Trial of Lurbinectedin (PM01183)/Doxorubicin (DOX) versus Cyclophosphamide (CTX) Doxorubicin (DOX) and Vincristine (VCR) (CAV) or Topotecan as Treatment in Patients with Small-Cell Lung Cancer (SCLC) Who Failed One Prior Platinum-containing Line (ATLANTIS Trial)Ensayo clínico de fase III aleatorizado de lurbinectedin (PM01183)/doxorubicina (DOX) en comparación con ciclofosfamida (CTX) doxorubicina (DOX) y vincristina (VCR) (CAV) o topotecán como tratamiento en pacientes con carcinoma microcítico de pulmón (CMP) en quienes ha fracasado una línea de tratamiento anterior con platino (ensayo ATLANTIS)","PL"
