"date_collected","flight_number","departure_gate","arrival_gate","scheduled_departure_t","actual_departure_t","scheduled_arrival_t","actual_arrival_t","scheduled_departure","actual_departure","scheduled_arrival","actual_arrival"
"2012-01-01","AA-4307-ORD-DTW"," G2A"," D19    ","January 1, 2012               06:45 PM    ","January 1, 2012               06:54 PM    ","January 1, 2012               09:10 PM    ","January 1, 2012               09:12 PM    ","2012-01-02 00:45:00+00","2012-01-02 00:54:00+00","2012-01-02 02:10:00+00","2012-01-02 02:12:00+00"
"2012-01-01","AA-616-DFW-DTW"," A21"," D32    ","January 1, 2012               09:05 AM    ","January 1, 2012               09:01 AM    ","January 1, 2012               12:35 PM    ","January 1, 2012               12:28 PM    ","2012-01-01 15:05:00+00","2012-01-01 15:01:00+00","2012-01-01 17:35:00+00","2012-01-01 17:28:00+00"
"2011-12-17","UA-1500-IAH-GUA","E3","15","Sat, Dec 17 8:50 AM","Sat, Dec 17 9:08 AM            Delayed","Sat, Dec 17 11:43 AM","Sat, Dec 17 11:43 AM","2011-12-17 14:50:00+00","2011-12-17 15:08:00+00","2011-12-17 17:43:00+00","2011-12-17 17:43:00+00"
"2011-12-17","UA-3515-IAD-MSP","D18","E6","Sat, Dec 17 8:15 AM","Sat, Dec 17 8:44 AM","Sat, Dec 17 10:05 AM","Sat, Dec 17 10:33 AM","2011-12-17 13:15:00+00","2011-12-17 13:44:00+00","2011-12-17 16:05:00+00","2011-12-17 16:33:00+00"
"2011-12-17","UA-664-ORD-PHL","B11","D9","Sat, Dec 17 1:35 PM","Sat, Dec 17 1:41 PM            Delayed","Sat, Dec 17 4:38 PM","Sat, Dec 17 4:41 PM","2011-12-17 19:35:00+00","2011-12-17 19:41:00+00","2011-12-17 21:38:00+00","2011-12-17 21:41:00+00"
"2011-12-17","UA-414-LAX-SFO","83","90","Sat, Dec 17 6:00 AM","Sat, Dec 17 5:50 AM","Sat, Dec 17 7:26 AM","Sat, Dec 17 7:20 AM","2011-12-17 14:00:00+00","2011-12-17 13:50:00+00","2011-12-17 15:26:00+00","2011-12-17 15:20:00+00"
"2011-12-17","UA-257-JFK-SFO","10","84","Sat, Dec 17 2:30 PM","Sat, Dec 17 3:08 PM","Sat, Dec 17 6:14 PM","Sat, Dec 17 6:23 PM","2011-12-17 19:30:00+00","2011-12-17 20:08:00+00","2011-12-18 02:14:00+00","2011-12-18 02:23:00+00"
"2011-12-17","UA-62-IAH-EWR","C-37","C74","Sat, Dec 17 2:30 PM","Sat, Dec 17 2:32 PM","Sat, Dec 17 6:52 PM","Sat, Dec 17 6:41 PM","2011-12-17 20:30:00+00","2011-12-17 20:32:00+00","2011-12-17 23:52:00+00","2011-12-17 23:41:00+00"
"2011-12-17","UA-843-LAX-ORD","75A","C15","Sat, Dec 17 2:18 PM","Sat, Dec 17 2:27 PM","Sat, Dec 17 8:20 PM","Sat, Dec 17 8:27 PM","2011-12-17 22:18:00+00","2011-12-17 22:27:00+00","2011-12-18 02:20:00+00","2011-12-18 02:27:00+00"
"2012-01-01","AA-431-MIA-SFO"," D16"," 57    ","January 1, 2012               08:35 AM    ","January 1, 2012               08:27 AM    ","January 1, 2012               11:50 AM    ","January 1, 2012               11:13 AM    ","2012-01-01 13:35:00+00","2012-01-01 13:27:00+00","2012-01-01 19:50:00+00","2012-01-01 19:13:00+00"
"2012-01-01","AA-3756-ORD-SLC"," G19"," A3    ","January 1, 2012               12:15 PM    ","January 1, 2012               12:16 PM    ","January 1, 2012               02:45 PM    ","January 1, 2012               02:29 PM    ","2012-01-01 18:15:00+00","2012-01-01 18:16:00+00","2012-01-01 21:45:00+00","2012-01-01 21:29:00+00"
"2012-01-01","AA-2050-ORD-MIA"," K7"," D23    ","January 1, 2012               10:40 AM    ","January 1, 2012               10:49 AM    ","January 1, 2012               02:45 PM    ","January 1, 2012               02:53 PM    ","2012-01-01 16:40:00+00","2012-01-01 16:49:00+00","2012-01-01 19:45:00+00","2012-01-01 19:53:00+00"
"2012-01-01","AA-3804-PHL-ORD"," A7"," H2    ","January 1, 2012               02:35 PM    ","January 1, 2012               02:29 PM    ","January 1, 2012               04:05 PM    ","January 1, 2012               04:02 PM    ","2012-01-01 19:35:00+00","2012-01-01 19:29:00+00","2012-01-01 22:05:00+00","2012-01-01 22:02:00+00"
"2012-01-01","AA-1664-MIA-ATL"," D4"," T11    ","January 1, 2012               10:15 AM    ","January 1, 2012               10:16 AM    ","January 1, 2012               12:10 PM    ","January 1, 2012               12:02 PM    ","2012-01-01 15:15:00+00","2012-01-01 15:16:00+00","2012-01-01 17:10:00+00","2012-01-01 17:02:00+00"
"2012-01-01","AA-789-ORD-DEN"," H9"," A49    ","January 1, 2012               01:05 PM    ","January 1, 2012               01:06 PM    ","January 1, 2012               02:35 PM    ","January 1, 2012               02:31 PM    ","2012-01-01 19:05:00+00","2012-01-01 19:06:00+00","2012-01-01 21:35:00+00","2012-01-01 21:31:00+00"
"2012-01-01","AA-85-JFK-SFO"," 33"," 58B    ","January 1, 2012               03:05 PM    ","January 1, 2012               03:03 PM    ","January 1, 2012               06:30 PM    ","January 1, 2012               06:11 PM    ","2012-01-01 20:05:00+00","2012-01-01 20:03:00+00","2012-01-02 02:30:00+00","2012-01-02 02:11:00+00"
"2012-01-01","AA-404-MIA-MCO"," E7"," 16    ","January 1, 2012               06:45 AM    ","January 1, 2012               06:44 AM    ","January 1, 2012               07:45 AM    ","January 1, 2012               07:42 AM    ","2012-01-01 11:45:00+00","2012-01-01 11:44:00+00","2012-01-01 12:45:00+00","2012-01-01 12:42:00+00"
"2012-01-01","AA-446-DFW-PHL"," A18"," A9    ","January 1, 2012               11:50 AM    ","January 1, 2012               12:03 PM    ","January 1, 2012               03:50 PM    ","January 1, 2012               03:50 PM    ","2012-01-01 17:50:00+00","2012-01-01 18:03:00+00","2012-01-01 20:50:00+00","2012-01-01 20:50:00+00"
"2012-01-01","AA-2268-PHX-ORD"," 6"," H6    ","January 1, 2012               07:15 AM    ","January 1, 2012               07:13 AM    ","January 1, 2012               11:35 AM    ","January 1, 2012               11:32 AM    ","2012-01-01 14:15:00+00","2012-01-01 14:13:00+00","2012-01-01 17:35:00+00","2012-01-01 17:32:00+00"
"2012-01-01","AA-4344-ORD-DTW"," G9"," D28    ","January 1, 2012               11:45 AM    ","January 1, 2012               12:29 PM    ","January 1, 2012               02:00 PM    ","January 1, 2012               02:56 PM    ","2012-01-01 17:45:00+00","2012-01-01 18:29:00+00","2012-01-01 19:00:00+00","2012-01-01 19:56:00+00"
"2012-01-01","AA-484-DFW-MIA"," D27"," D45    ","January 1, 2012               04:15 PM    ","January 1, 2012               04:11 PM    ","January 1, 2012               07:55 PM    ","January 1, 2012               08:12 PM    ","2012-01-01 22:15:00+00","2012-01-01 22:11:00+00","2012-01-02 00:55:00+00","2012-01-02 01:12:00+00"
"2012-01-01","AA-3979-CVG-ORD"," 1"," H2    ","January 1, 2012               07:30 AM    ","January 1, 2012               07:20 AM    ","January 1, 2012               08:00 AM    ","January 1, 2012               07:36 AM    ","2012-01-01 12:30:00+00","2012-01-01 12:20:00+00","2012-01-01 14:00:00+00","2012-01-01 13:36:00+00"
"2012-01-01","AA-3859-IAH-ORD"," A29"," H1B    ","January 1, 2012               07:10 AM    ","January 1, 2012               07:15 AM    ","January 1, 2012               09:40 AM    ","January 1, 2012               10:00 AM    ","2012-01-01 13:10:00+00","2012-01-01 13:15:00+00","2012-01-01 15:40:00+00","2012-01-01 16:00:00+00"
"2012-01-01","AA-3842-MSP-ORD"," E14"," G11    ","January 1, 2012               06:00 AM    ","January 1, 2012               06:03 AM    ","January 1, 2012               07:30 AM    ","January 1, 2012               07:25 AM    ","2012-01-01 12:00:00+00","2012-01-01 12:03:00+00","2012-01-01 13:30:00+00","2012-01-01 13:25:00+00"
"2012-01-01","AA-1544-SAN-ORD"," 31"," H8    ","January 1, 2012               11:25 AM    ","January 1, 2012               12:02 PM    ","January 1, 2012               05:25 PM    ","January 1, 2012               06:28 PM    ","2012-01-01 19:25:00+00","2012-01-01 20:02:00+00","2012-01-01 23:25:00+00","2012-01-02 00:28:00+00"
"2012-01-01","AA-518-MIA-JFK"," D22"," 8    ","January 1, 2012               06:30 AM    ","January 1, 2012               07:02 AM    ","January 1, 2012               09:15 AM    ","January 1, 2012               09:33 AM    ","2012-01-01 11:30:00+00","2012-01-01 12:02:00+00","2012-01-01 14:15:00+00","2012-01-01 14:33:00+00"
"2012-01-01","AA-1279-DFW-PHX"," C15"," 4    ","January 1, 2012               01:00 PM    ","January 1, 2012               01:20 PM    ","January 1, 2012               02:35 PM    ","January 1, 2012               02:44 PM    ","2012-01-01 19:00:00+00","2012-01-01 19:20:00+00","2012-01-01 21:35:00+00","2012-01-01 21:44:00+00"
"2012-01-01","AA-1434-DFW-MCO"," C7"," 15    ","January 1, 2012               07:15 AM    ","January 1, 2012               07:09 AM    ","January 1, 2012               10:35 AM    ","January 1, 2012               10:32 AM    ","2012-01-01 13:15:00+00","2012-01-01 13:09:00+00","2012-01-01 15:35:00+00","2012-01-01 15:32:00+00"
"2012-01-01","AA-59-JFK-SFO"," 42"," 58B    ","January 1, 2012               07:10 AM    ","January 1, 2012               07:08 AM    ","January 1, 2012               10:45 AM    ","January 1, 2012               10:25 AM    ","2012-01-01 12:10:00+00","2012-01-01 12:08:00+00","2012-01-01 18:45:00+00","2012-01-01 18:25:00+00"
"2011-12-17","UA-5487-SFO-MRY","78B","--","Sat, Dec 17 10:37 AM","Sat, Dec 17 10:42 AM","Sat, Dec 17 11:24 AM","Sat, Dec 17 11:22 AM","2011-12-17 18:37:00+00","2011-12-17 18:42:00+00","2011-12-17 19:24:00+00","2011-12-17 19:22:00+00"
"2011-12-17","UA-3050-PHX-CLT","A14","B3","Sat, Dec 17 11:05 AM","Sat, Dec 17 11:05 AM","Sat, Dec 17 4:57 PM","Sat, Dec 17 4:42 PM","2011-12-17 18:05:00+00","2011-12-17 18:05:00+00","2011-12-17 21:57:00+00","2011-12-17 21:42:00+00"
"2011-12-17","UA-828-SFO-ORD","74","C29","Sat, Dec 17 11:07 PM","Sat, Dec 17 11:07 PM            On Time","Sun, Dec 18 5:10 AM","Sun, Dec 18 5:10 AM","2011-12-18 07:07:00+00","2011-12-18 07:07:00+00","2011-12-18 11:10:00+00","2011-12-18 11:10:00+00"
"2011-12-17","CO-1586-IAH-MCO","","","Sat., Dec.17, 2011 7:00 p.m.","Sat., Dec.17, 2011 6:58 p.m.","Sat., Dec.17, 2011 10:15 p.m.","Sat., Dec.17, 2011 10:02 p.m.","2011-12-18 01:00:00+00","2011-12-18 00:58:00+00","2011-12-18 03:15:00+00","2011-12-18 03:02:00+00"
"2011-12-17","CO-1088-CLE-IAH","","","Sat., Dec.17, 2011 8:40 a.m.","Sat., Dec.17, 2011 8:39 a.m.","Sat., Dec.17, 2011 10:53 a.m.","Sat., Dec.17, 2011 10:39 a.m.","2011-12-17 13:40:00+00","2011-12-17 13:39:00+00","2011-12-17 16:53:00+00","2011-12-17 16:39:00+00"
"2011-12-17","CO-16-LAX-EWR","","","Sat., Dec.17, 2011 10:25 a.m.","Sat., Dec.17, 2011 10:29 a.m.","Sat., Dec.17, 2011 6:39 p.m.","Sat., Dec.17, 2011 6:55 p.m.","2011-12-17 18:25:00+00","2011-12-17 18:29:00+00","2011-12-17 23:39:00+00","2011-12-17 23:55:00+00"
"2011-12-17","CO-58-DEN-IAH","","","Sat., Dec.17, 2011 11:33 a.m.","Sat., Dec.17, 2011 11:44 a.m.","Sat., Dec.17, 2011 2:59 p.m.","Sat., Dec.17, 2011 2:51 p.m.","2011-12-17 18:33:00+00","2011-12-17 18:44:00+00","2011-12-17 20:59:00+00","2011-12-17 20:51:00+00"
"2011-12-17","CO-1193-EWR-MCO","","","Sat., Dec.17, 2011 9:29 a.m.","Sat., Dec.17, 2011 9:47 a.m.","Sat., Dec.17, 2011 12:25 p.m.","Sat., Dec.17, 2011 12:47 p.m.","2011-12-17 14:29:00+00","2011-12-17 14:47:00+00","2011-12-17 17:25:00+00","2011-12-17 17:47:00+00"
"2011-12-17","CO-1023-IAH-DEN","","","Sat., Dec.17, 2011 11:31 a.m.","Sat., Dec.17, 2011 12:31 p.m.","Sat., Dec.17, 2011 1:14 p.m.","Sat., Dec.17, 2011 1:54 p.m.","2011-12-17 17:31:00+00","2011-12-17 18:31:00+00","2011-12-17 20:14:00+00","2011-12-17 20:54:00+00"
"2011-12-17","CO-1250-MIA-IAH","","","Sat., Dec.17, 2011 2:45 p.m.","Sat., Dec.17, 2011 2:42 p.m.","Sat., Dec.17, 2011 4:46 p.m.","Sat., Dec.17, 2011 4:36 p.m.","2011-12-17 19:45:00+00","2011-12-17 19:42:00+00","2011-12-17 22:46:00+00","2011-12-17 22:36:00+00"
"2011-12-17","CO-62-IAH-EWR","","","Sat., Dec.17, 2011 2:30 p.m.","Sat., Dec.17, 2011 2:32 p.m.","Sat., Dec.17, 2011 6:52 p.m.","Sat., Dec.17, 2011 6:41 p.m.","2011-12-17 20:30:00+00","2011-12-17 20:32:00+00","2011-12-17 23:52:00+00","2011-12-17 23:41:00+00"
"2011-12-17","CO-52-IAH-LAX","","","Sat., Dec.17, 2011 7:35 a.m.","Sat., Dec.17, 2011 7:40 a.m.","Sat., Dec.17, 2011 9:30 a.m.","Sat., Dec.17, 2011 9:09 a.m.","2011-12-17 13:35:00+00","2011-12-17 13:40:00+00","2011-12-17 17:30:00+00","2011-12-17 17:09:00+00"
"2012-01-01","AA-415-BOS-ORD"," B36"," H17    ","January 1, 2012               08:35 AM    ","January 1, 2012               08:29 AM    ","January 1, 2012               10:40 AM    ","January 1, 2012               10:14 AM    ","2012-01-01 13:35:00+00","2012-01-01 13:29:00+00","2012-01-01 16:40:00+00","2012-01-01 16:14:00+00"
"2012-01-01","AA-222-LAX-BOS"," 48A"," B28    ","January 1, 2012               07:10 AM    ","January 1, 2012               07:12 AM    ","January 1, 2012               03:30 PM    ","January 1, 2012               03:25 PM    ","2012-01-01 15:10:00+00","2012-01-01 15:12:00+00","2012-01-01 20:30:00+00","2012-01-01 20:25:00+00"
"2012-01-01","AA-1165-JFK-MIA"," 8"," D40    ","January 1, 2012               06:59 AM    ","January 1, 2012               06:59 AM    ","January 1, 2012               10:34 AM    ","January 1, 2012               10:03 AM    ","2012-01-01 11:59:00+00","2012-01-01 11:59:00+00","2012-01-01 15:34:00+00","2012-01-01 15:03:00+00"
"2012-01-01","AA-3786-IAH-ORD"," A30"," G13    ","January 1, 2012               04:00 PM    ","January 1, 2012               03:55 PM    ","January 1, 2012               06:40 PM    ","January 1, 2012               06:58 PM    ","2012-01-01 22:00:00+00","2012-01-01 21:55:00+00","2012-01-02 00:40:00+00","2012-01-02 00:58:00+00"
"2012-01-01","AA-4330-CVG-ORD"," 5"," G11    ","January 1, 2012               03:35 PM    ","January 1, 2012               03:30 PM    ","January 1, 2012               04:00 PM    ","January 1, 2012               03:52 PM    ","2012-01-01 20:35:00+00","2012-01-01 20:30:00+00","2012-01-01 22:00:00+00","2012-01-01 21:52:00+00"
"2012-01-01","AA-3468-CVG-MIA"," 3"," D60B    ","January 1, 2012               07:00 AM    ","January 1, 2012               06:52 AM    ","January 1, 2012               09:55 AM    ","January 1, 2012               09:39 AM    ","2012-01-01 12:00:00+00","2012-01-01 11:52:00+00","2012-01-01 14:55:00+00","2012-01-01 14:39:00+00"
"2012-01-01","AA-466-IAH-MIA"," A27"," D4    ","January 1, 2012               06:00 AM    ","January 1, 2012               05:53 AM    ","January 1, 2012               09:20 AM    ","January 1, 2012               09:11 AM    ","2012-01-01 12:00:00+00","2012-01-01 11:53:00+00","2012-01-01 14:20:00+00","2012-01-01 14:11:00+00"
"2012-01-01","AA-3-JFK-LAX"," 42"," 47B    ","January 1, 2012               12:00 PM    ","January 1, 2012               11:53 AM    ","January 1, 2012               03:15 PM    ","January 1, 2012               03:11 PM    ","2012-01-01 17:00:00+00","2012-01-01 16:53:00+00","2012-01-01 23:15:00+00","2012-01-01 23:11:00+00"
"2012-01-01","AA-1007-MIA-PHX"," D30"," 6    ","January 1, 2012               04:55 PM    ","January 1, 2012               04:48 PM    ","January 1, 2012               08:05 PM    ","January 1, 2012               08:01 PM    ","2012-01-01 21:55:00+00","2012-01-01 21:48:00+00","2012-01-02 03:05:00+00","2012-01-02 03:01:00+00"
"2012-01-01","AA-271-MIA-LAX"," D10"," 45    ","January 1, 2012               11:35 AM    ","January 1, 2012               11:36 AM    ","January 1, 2012               02:25 PM    ","January 1, 2012               02:24 PM    ","2012-01-01 16:35:00+00","2012-01-01 16:36:00+00","2012-01-01 22:25:00+00","2012-01-01 22:24:00+00"
"2012-01-01","AA-643-MIA-ORD"," D3"," H15    ","January 1, 2012               07:10 AM    ","January 1, 2012               07:47 AM    ","January 1, 2012               09:35 AM    ","January 1, 2012               09:50 AM    ","2012-01-01 12:10:00+00","2012-01-01 12:47:00+00","2012-01-01 15:35:00+00","2012-01-01 15:50:00+00"
"2012-01-01","AA-4198-ORD-CLE"," G12"," A1    ","January 1, 2012               10:40 AM    ","January 1, 2012               10:33 AM    ","January 1, 2012               12:55 PM    ","January 1, 2012               12:55 PM    ","2012-01-01 16:40:00+00","2012-01-01 16:33:00+00","2012-01-01 17:55:00+00","2012-01-01 17:55:00+00"
"2012-01-01","AA-400-DFW-JFK"," C7"," 42    ","January 1, 2012               10:40 AM    ","January 1, 2012               10:39 AM    ","January 1, 2012               02:59 PM    ","January 1, 2012               02:44 PM    ","2012-01-01 16:40:00+00","2012-01-01 16:39:00+00","2012-01-01 19:59:00+00","2012-01-01 19:44:00+00"
"2012-01-01","AA-1886-BOS-MIA"," B32"," D4    ","January 1, 2012               10:45 AM    ","January 1, 2012               10:41 AM    ","January 1, 2012               02:20 PM    ","January 1, 2012               02:14 PM    ","2012-01-01 15:45:00+00","2012-01-01 15:41:00+00","2012-01-01 19:20:00+00","2012-01-01 19:14:00+00"
"2012-01-01","AA-1917-JFK-MCO"," 45"," 16    ","January 1, 2012               02:55 PM    ","January 1, 2012               03:00 PM    ","January 1, 2012               05:55 PM    ","January 1, 2012               05:51 PM    ","2012-01-01 19:55:00+00","2012-01-01 20:00:00+00","2012-01-01 22:55:00+00","2012-01-01 22:51:00+00"
"2012-01-01","AA-3809-PHX-LAX"," 2"," 44I    ","January 1, 2012               06:00 AM    ","January 1, 2012               05:59 AM    ","January 1, 2012               06:40 AM    ","January 1, 2012               06:45 AM    ","2012-01-01 13:00:00+00","2012-01-01 12:59:00+00","2012-01-01 14:40:00+00","2012-01-01 14:45:00+00"
"2012-01-01","AA-2957-DFW-CVG"," B27"," 3    ","January 1, 2012               07:55 AM    ","January 1, 2012               07:55 AM    ","January 1, 2012               11:05 AM    ","January 1, 2012               11:14 AM    ","2012-01-01 13:55:00+00","2012-01-01 13:55:00+00","2012-01-01 16:05:00+00","2012-01-01 16:14:00+00"
"2012-01-02","AA-1221-MCO-ORD"," 14"," H11B    ","January 2, 2012               08:00 PM    ","January 2, 2012               08:10 PM    ","January 2, 2012               09:50 PM    ","January 2, 2012               09:45 PM    ","2012-01-03 01:00:00+00","2012-01-03 01:10:00+00","2012-01-03 03:50:00+00","2012-01-03 03:45:00+00"
"2012-01-02","AA-4307-ORD-DTW"," G3"," D32    ","January 2, 2012               06:45 PM    ","January 2, 2012               08:08 PM    ","January 2, 2012               09:10 PM    ","January 2, 2012               10:45 PM    ","2012-01-03 00:45:00+00","2012-01-03 02:08:00+00","2012-01-03 02:10:00+00","2012-01-03 03:45:00+00"
"2012-01-02","AA-616-DFW-DTW"," C17"," D32    ","January 2, 2012               09:05 AM    ","January 2, 2012               09:02 AM    ","January 2, 2012               12:35 PM    ","January 2, 2012               12:44 PM    ","2012-01-02 15:05:00+00","2012-01-02 15:02:00+00","2012-01-02 17:35:00+00","2012-01-02 17:44:00+00"
"2012-01-02","AA-431-MIA-SFO"," D40"," 57    ","January 2, 2012               08:35 AM    ","January 2, 2012               08:51 AM    ","January 2, 2012               11:50 AM    ","January 2, 2012               11:46 AM    ","2012-01-02 13:35:00+00","2012-01-02 13:51:00+00","2012-01-02 19:50:00+00","2012-01-02 19:46:00+00"
"2012-01-02","AA-3756-ORD-SLC"," G13"," A3    ","January 2, 2012               12:15 PM    ","January 2, 2012               12:17 PM    ","January 2, 2012               02:45 PM    ","January 2, 2012               02:27 PM    ","2012-01-02 18:15:00+00","2012-01-02 18:17:00+00","2012-01-02 21:45:00+00","2012-01-02 21:27:00+00"
"2012-01-02","AA-3804-PHL-ORD"," A7"," H1B    ","January 2, 2012               02:35 PM    ","January 2, 2012               02:53 PM    ","January 2, 2012               04:05 PM    ","January 2, 2012               04:17 PM    ","2012-01-02 19:35:00+00","2012-01-02 19:53:00+00","2012-01-02 22:05:00+00","2012-01-02 22:17:00+00"
"2012-01-02","AA-789-ORD-DEN"," K9"," A47    ","January 2, 2012               01:05 PM    ","January 2, 2012               01:06 PM    ","January 2, 2012               02:35 PM    ","January 2, 2012               02:30 PM    ","2012-01-02 19:05:00+00","2012-01-02 19:06:00+00","2012-01-02 21:35:00+00","2012-01-02 21:30:00+00"
"2012-01-02","AA-4277-CVG-JFK"," 1"," 32H    ","January 2, 2012               12:10 PM    ","January 2, 2012               12:03 PM    ","January 2, 2012               02:15 PM    ","January 2, 2012               02:32 PM    ","2012-01-02 17:10:00+00","2012-01-02 17:03:00+00","2012-01-02 19:15:00+00","2012-01-02 19:32:00+00"
"2012-01-02","AA-85-JFK-SFO"," 6"," 58B    ","January 2, 2012               03:05 PM    ","January 2, 2012               03:00 PM    ","January 2, 2012               06:30 PM    ","January 2, 2012               06:03 PM    ","2012-01-02 20:05:00+00","2012-01-02 20:00:00+00","2012-01-03 02:30:00+00","2012-01-03 02:03:00+00"
"2012-01-02","AA-404-MIA-MCO"," E5"," 14    ","January 2, 2012               06:45 AM    ","January 2, 2012               06:56 AM    ","January 2, 2012               07:45 AM    ","January 2, 2012               07:57 AM    ","2012-01-02 11:45:00+00","2012-01-02 11:56:00+00","2012-01-02 12:45:00+00","2012-01-02 12:57:00+00"
"2012-01-02","AA-446-DFW-PHL"," D40"," A9    ","January 2, 2012               11:50 AM    ","January 2, 2012               11:43 AM    ","January 2, 2012               03:50 PM    ","January 2, 2012               03:54 PM    ","2012-01-02 17:50:00+00","2012-01-02 17:43:00+00","2012-01-02 20:50:00+00","2012-01-02 20:54:00+00"
"2012-01-02","AA-2268-PHX-ORD"," 6"," H11B    ","January 2, 2012               07:15 AM    ","January 2, 2012               07:09 AM    ","January 2, 2012               11:35 AM    ","January 2, 2012               11:40 AM    ","2012-01-02 14:15:00+00","2012-01-02 14:09:00+00","2012-01-02 17:35:00+00","2012-01-02 17:40:00+00"
"2011-12-18","UA-3515-IAD-MSP","D4","E10","Sun, Dec 18 8:19 AM","Sun, Dec 18 8:12 AM","Sun, Dec 18 10:09 AM","Sun, Dec 18 10:18 AM","2011-12-18 13:19:00+00","2011-12-18 13:12:00+00","2011-12-18 16:09:00+00","2011-12-18 16:18:00+00"
"2011-12-18","UA-664-ORD-PHL","C22","D9","Sun, Dec 18 1:35 PM","Sun, Dec 18 1:42 PM            Delayed","Sun, Dec 18 4:38 PM","Sun, Dec 18 4:39 PM","2011-12-18 19:35:00+00","2011-12-18 19:42:00+00","2011-12-18 21:38:00+00","2011-12-18 21:39:00+00"
"2011-12-18","UA-414-LAX-SFO","70A","94","Sun, Dec 18 7:05 AM","Sun, Dec 18 7:01 AM","Sun, Dec 18 8:30 AM","Sun, Dec 18 8:27 AM","2011-12-18 15:05:00+00","2011-12-18 15:01:00+00","2011-12-18 16:30:00+00","2011-12-18 16:27:00+00"
"2011-12-18","UA-257-JFK-SFO","9","82","Sun, Dec 18 2:30 PM","Sun, Dec 18 2:29 PM","Sun, Dec 18 6:14 PM","Sun, Dec 18 5:48 PM","2011-12-18 19:30:00+00","2011-12-18 19:29:00+00","2011-12-19 02:14:00+00","2011-12-19 01:48:00+00"
"2011-12-18","CO-1586-IAH-MCO","","","Sun., Dec.18, 2011 7:00 p.m.","Sun., Dec.18, 2011 7:37 p.m.","Sun., Dec.18, 2011 10:12 p.m.","Sun., Dec.18, 2011 10:36 p.m.","2011-12-19 01:00:00+00","2011-12-19 01:37:00+00","2011-12-19 03:12:00+00","2011-12-19 03:36:00+00"
"2011-12-18","CO-1088-CLE-IAH","","","Sun., Dec.18, 2011 8:35 a.m.","Sun., Dec.18, 2011 8:31 a.m.","Sun., Dec.18, 2011 10:48 a.m.","Sun., Dec.18, 2011 10:35 a.m.","2011-12-18 13:35:00+00","2011-12-18 13:31:00+00","2011-12-18 16:48:00+00","2011-12-18 16:35:00+00"
"2011-12-18","CO-16-LAX-EWR","","","Sun., Dec.18, 2011 10:25 a.m.","Sun., Dec.18, 2011 10:26 a.m.","Sun., Dec.18, 2011 6:29 p.m.","Sun., Dec.18, 2011 6:36 p.m.","2011-12-18 18:25:00+00","2011-12-18 18:26:00+00","2011-12-18 23:29:00+00","2011-12-18 23:36:00+00"
"2011-12-18","CO-58-DEN-IAH","","","Sun., Dec.18, 2011 11:33 a.m.","Sun., Dec.18, 2011 11:48 a.m.","Sun., Dec.18, 2011 2:59 p.m.","Sun., Dec.18, 2011 2:55 p.m.","2011-12-18 18:33:00+00","2011-12-18 18:48:00+00","2011-12-18 20:59:00+00","2011-12-18 20:55:00+00"
"2011-12-18","CO-1193-EWR-MCO","","","Sun., Dec.18, 2011 9:20 a.m.","Sun., Dec.18, 2011 9:14 a.m.","Sun., Dec.18, 2011 12:19 p.m.","Sun., Dec.18, 2011 12:17 p.m.","2011-12-18 14:20:00+00","2011-12-18 14:14:00+00","2011-12-18 17:19:00+00","2011-12-18 17:17:00+00"
"2011-12-18","CO-1023-IAH-DEN","","","Sun., Dec.18, 2011 11:40 a.m.","Sun., Dec.18, 2011 11:39 a.m.","Sun., Dec.18, 2011 1:23 p.m.","Sun., Dec.18, 2011 12:57 p.m.","2011-12-18 17:40:00+00","2011-12-18 17:39:00+00","2011-12-18 20:23:00+00","2011-12-18 19:57:00+00"
"2012-01-02","AA-4344-ORD-DTW"," G10"," D28    ","January 2, 2012               11:45 AM    ","January 2, 2012               12:15 PM    ","January 2, 2012               02:00 PM    ","January 2, 2012               02:32 PM    ","2012-01-02 17:45:00+00","2012-01-02 18:15:00+00","2012-01-02 19:00:00+00","2012-01-02 19:32:00+00"
"2012-01-02","AA-484-DFW-MIA"," D21"," D50    ","January 2, 2012               04:15 PM    ","January 2, 2012               04:14 PM    ","January 2, 2012               07:55 PM    ","January 2, 2012               07:46 PM    ","2012-01-02 22:15:00+00","2012-01-02 22:14:00+00","2012-01-03 00:55:00+00","2012-01-03 00:46:00+00"
"2012-01-02","AA-3979-CVG-ORD"," 5"," G2B    ","January 2, 2012               07:30 AM    ","January 2, 2012               08:34 AM    ","January 2, 2012               08:00 AM    ","January 2, 2012               09:40 AM    ","2012-01-02 12:30:00+00","2012-01-02 13:34:00+00","2012-01-02 14:00:00+00","2012-01-02 15:40:00+00"
"2012-01-02","AA-3859-IAH-ORD"," A30"," G1B    ","January 2, 2012               07:10 AM    ","January 2, 2012               07:11 AM    ","January 2, 2012               09:40 AM    ","January 2, 2012               10:26 AM    ","2012-01-02 13:10:00+00","2012-01-02 13:11:00+00","2012-01-02 15:40:00+00","2012-01-02 16:26:00+00"
"2012-01-02","AA-3842-MSP-ORD"," E14"," G17    ","January 2, 2012               06:00 AM    ","January 2, 2012               06:00 AM    ","January 2, 2012               07:30 AM    ","January 2, 2012               07:45 AM    ","2012-01-02 12:00:00+00","2012-01-02 12:00:00+00","2012-01-02 13:30:00+00","2012-01-02 13:45:00+00"
