"eudract_number","open","single_blind","double_blind","randomised","crossover","parallel_group","arms","controlled","protocol_country_code"
"2013-004136-30","Yes","No","No","No","No","No","2+","No","PL"
"2013-004136-30","Yes","No","No","No","No","No","2+","No","CZ"
"2013-004136-30","Yes","No","No","No","No","No","2+","No","GR"
"2013-004136-30","Yes","No","No","No","No","No","2+","No","NL"
"2013-004278-88","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2013-004278-88","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2013-004278-88","No","No","Yes","Yes","No","Yes","2+","Yes","LT"
"2013-004278-88","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2013-004278-88","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2013-004278-88","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2013-004278-88","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2013-004278-88","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2013-004278-88","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2013-004278-88","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2013-004278-88","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2013-004278-88","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2013-004278-88","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2013-004392-12","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2013-004392-12","Yes","No","No","Yes","No","Yes","2+","Yes","HR"
"2013-004392-12","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-004392-12","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2013-004392-12","Yes","No","No","Yes","No","Yes","2+","Yes","RO"
"2013-004392-12","Yes","No","No","Yes","No","Yes","2+","Yes","SI"
"2013-004392-12","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2013-004422-29","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2013-004422-29","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2013-004422-29","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2013-004422-29","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2013-004422-29","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2013-004422-29","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2013-004430-15","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2013-004430-15","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2013-004430-15","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2013-004430-15","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2013-004430-15","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","DK"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","PT"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","GB"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","HU"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","HR"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","NL"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","LV"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","CZ"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","LT"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","NO"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","SK"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","FR"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","AT"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","DE"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","ES"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","GR"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","BG"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","BE"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","IT"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","EE"
"2013-004435-72","Yes","No","No","No","No","No","2+","No","SE"
"2013-004482-14","Yes","No","No","No","No","No","2+","No","IT"
"2013-004482-14","Yes","No","No","No","No","No","2+","No","ES"
"2013-004482-14","Yes","No","No","No","No","No","2+","No","DE"
"2013-004482-14","Yes","No","No","No","No","No","2+","No","NL"
"2013-004482-14","Yes","No","No","No","No","No","2+","No","BE"
"2013-004482-14","Yes","No","No","No","No","No","2+","No","FR"
"2013-004494-28","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2013-004494-28","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2013-004494-28","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2013-004494-28","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2013-004494-28","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2013-004494-28","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2013-004494-28","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2013-004494-28","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2013-004494-28","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2013-004494-28","No","No","Yes","Yes","No","Yes","2+","Yes","LT"
"2013-004494-28","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2013-004654-13","Yes","No","No","No","No","No","2+","No","CZ"
"2013-004654-13","Yes","No","No","No","No","No","2+","No","DE"
"2013-004654-13","Yes","No","No","No","No","No","2+","No","RO"
"2013-004654-13","Yes","No","No","No","No","No","2+","No","HU"
"2013-004654-13","Yes","No","No","No","No","No","2+","No","PL"
"2013-004654-13","Yes","No","No","No","No","No","2+","No","ES"
"2013-004654-13","Yes","No","No","No","No","No","2+","No","GB"
"2013-004654-13","Yes","No","No","No","No","No","2+","No","BG"
"2013-004659-19","No","No","Yes","Yes","No","Yes","2+","Yes","LV"
"2013-004659-19","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2013-004659-19","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2013-004659-19","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2013-004659-19","No","No","Yes","Yes","No","Yes","2+","Yes","LT"
"2013-004659-19","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2013-004659-19","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2013-004659-19","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2013-004659-19","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2013-004674-97","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2013-004674-97","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2013-004674-97","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2013-004674-97","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2013-004674-97","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2013-004674-97","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2013-004674-97","No","No","Yes","Yes","No","Yes","2+","Yes","FI"
"2013-004674-97","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2013-004674-97","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2013-004674-97","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2013-004711-50","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2013-004711-50","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2013-004711-50","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2013-004711-50","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2013-004711-50","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2013-004711-50","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2013-004711-50","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2013-004711-50","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2013-004711-50","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2013-004711-50","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2013-004711-50","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2013-004711-50","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","PT"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","EE"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","ES"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","DE"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","LV"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","SK"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","IT"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","NL"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","FR"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","BE"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","DK"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","CZ"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","AT"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","FI"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","NO"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","SE"
"2013-004813-41","Yes","No","No","No","No","No","2+","No","IE"
"2013-004958-18","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-004958-18","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2013-004958-18","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2013-004958-18","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2013-004958-18","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2013-004958-18","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2013-004958-18","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2013-004958-18","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2013-004958-18","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2013-004958-18","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2013-004958-18","Yes","No","No","Yes","No","Yes","2+","Yes","LT"
"2013-004958-18","Yes","No","No","Yes","No","Yes","2+","Yes","Outside EU/EEA"
"2013-005007-13","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2013-005007-13","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2013-005007-13","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2013-005007-13","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2013-005427-16","Yes","No","No","No","No","No","2+","No","ES"
"2013-005427-16","Yes","No","No","No","No","No","2+","No","BE"
"2013-005427-16","Yes","No","No","No","No","No","2+","No","HU"
"2013-005427-16","Yes","No","No","No","No","No","2+","No","IT"
"2013-005427-16","Yes","No","No","No","No","No","2+","No","DE"
"2013-005427-16","Yes","No","No","No","No","No","2+","No","CZ"
"2013-005427-16","Yes","No","No","No","No","No","2+","No","PL"
"2013-005427-16","Yes","No","No","No","No","No","2+","No","AT"
"2013-005449-35","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","ES"
"2013-005449-35","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","DE"
"2013-005449-35","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","IT"
"2013-005449-35","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","BE"
"2013-005449-35","Information not present in EudraCT","Information not present in EudraCT","Yes","No","No","","","No","SE"
"2014-000106-35","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2014-000106-35","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2014-000106-35","No","No","Yes","Yes","No","Yes","2+","Yes","SK"
"2014-000106-35","No","No","Yes","Yes","No","Yes","2+","Yes","PT"
"2014-000106-35","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2014-000106-35","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2014-000106-35","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2014-000106-35","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2014-000106-35","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2014-000106-35","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2014-000106-35","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2014-000106-35","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2014-000106-35","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2014-000222-38","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2014-000222-38","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2014-000222-38","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2014-000222-38","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2014-000222-38","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2014-000255-85","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2014-000255-85","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2014-000255-85","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2014-000255-85","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2014-000255-85","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2014-000255-85","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2014-000255-85","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2014-000255-85","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2014-000331-16","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2014-000331-16","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2014-000382-41","No","No","Yes","Yes","No","Yes","2+","Yes","FR"
"2014-000382-41","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2014-000382-41","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2014-000382-41","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","FI"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2014-000565-47","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2014-000566-22","Yes","No","No","No","No","No","2+","No","FI"
"2014-000566-22","Yes","No","No","No","No","No","2+","No","IE"
"2014-000566-22","Yes","No","No","No","No","No","2+","No","FR"
"2014-000566-22","Yes","No","No","No","No","No","2+","No","ES"
"2014-000566-22","Yes","No","No","No","No","No","2+","No","NL"
"2014-000566-22","Yes","No","No","No","No","No","2+","No","BE"
"2014-000566-22","Yes","No","No","No","No","No","2+","No","AT"
"2014-000566-22","Yes","No","No","No","No","No","2+","No","IT"
"2014-000566-22","Yes","No","No","No","No","No","2+","No","GB"
"2014-000569-35","Yes","No","No","No","No","No","2+","No","DE"
"2014-000907-29","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2014-000907-29","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2014-001280-13","Yes","No","No","No","No","No","2+","No","DE"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","HU"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","SE"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","GR"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","NL"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","AT"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","PL"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","IE"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","BE"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","ES"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","PT"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","IT"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","CZ"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","GB"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","DE"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","DK"
"2014-001286-28","Yes","No","No","No","No","No","2+","No","FI"
"2014-001363-12","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2014-001363-12","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2014-001363-12","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2014-001363-12","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2014-001363-12","Yes","No","No","Yes","No","Yes","2+","Yes","FI"
"2014-001363-12","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2014-001363-12","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2014-001363-12","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2014-001363-12","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2014-001486-27","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2014-001486-27","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2014-001486-27","Yes","No","No","Yes","No","Yes","2+","Yes","SK"
"2014-001486-27","Yes","No","No","Yes","No","Yes","2+","Yes","LT"
"2014-001486-27","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2014-001486-27","Yes","No","No","Yes","No","Yes","2+","Yes","BG"
"2014-001486-27","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2014-001718-25","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2014-001718-25","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2014-001718-25","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2014-001718-25","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2014-001718-25","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2014-001718-25","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2014-001750-42","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2014-001750-42","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2014-001750-42","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2014-001750-42","Yes","No","No","Yes","No","Yes","2+","Yes","FI"
"2014-001750-42","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2014-001750-42","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2014-001750-42","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2014-001750-42","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2014-001750-42","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2014-001750-42","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2014-001750-42","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2014-001750-42","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2014-001750-42","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2014-001750-42","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2014-001824-32","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2014-001824-32","No","No","Yes","Yes","No","Yes","2+","Yes","CZ"
"2014-001824-32","No","No","Yes","Yes","No","Yes","2+","Yes","BG"
"2014-001824-32","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2014-001824-32","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2014-001824-32","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2014-001824-32","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2014-001824-32","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2014-001824-32","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2014-001824-32","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2014-001824-32","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2014-001824-32","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2014-002009-40","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2014-002009-40","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2014-002009-40","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2014-002009-40","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2014-002009-40","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2014-002009-40","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2014-002009-40","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2014-002009-40","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2014-002009-40","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2014-002009-40","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2014-002009-40","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2014-002009-40","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2014-002009-40","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2014-002249-22","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2014-002273-11","Yes","No","No","Yes","No","Yes","2+","Yes","IE"
"2014-002273-11","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2014-002273-11","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2014-002273-11","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2014-002273-11","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2014-002273-11","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2014-002273-11","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2014-002446-47","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2014-002446-47","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2014-002446-47","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2014-002446-47","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2014-002446-47","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","Outside EU/EEA"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","NO"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2014-002476-92","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2014-002987-34","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2014-002987-34","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2014-002987-34","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2014-002987-34","No","No","Yes","Yes","No","Yes","2+","Yes","IT"
"2014-002987-34","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2014-003150-13","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","DK"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","BE"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","NO"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","PT"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","RO"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","GB"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","SI"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","SE"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","HU"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","IT"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","FI"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","AT"
"2014-003231-19","Yes","No","No","Yes","No","Yes","2+","Yes","CZ"
"2014-003282-19","Yes","No","No","Yes","No","Yes","2+","Yes","NL"
"2014-003282-19","Yes","No","No","Yes","No","Yes","2+","Yes","FR"
"2014-003282-19","Yes","No","No","Yes","No","Yes","2+","Yes","GR"
"2014-003282-19","Yes","No","No","Yes","No","Yes","2+","Yes","ES"
"2014-003282-19","Yes","No","No","Yes","No","Yes","2+","Yes","DE"
"2014-003282-19","Yes","No","No","Yes","No","Yes","2+","Yes","PL"
"2014-003626-40","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2014-003626-40","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2014-003626-40","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2014-003626-40","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2014-003626-40","No","No","Yes","Yes","No","Yes","2+","Yes","RO"
"2014-003626-40","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2014-003626-40","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2014-003626-40","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2014-003626-40","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2014-003626-40","No","No","Yes","Yes","No","Yes","2+","Yes","SE"
"2014-003626-40","No","No","Yes","Yes","No","Yes","2+","Yes","AT"
"2014-003655-66","No","No","Yes","Yes","No","Yes","2+","Yes","PL"
"2014-003655-66","No","No","Yes","Yes","No","Yes","2+","Yes","DE"
"2014-003655-66","No","No","Yes","Yes","No","Yes","2+","Yes","BE"
"2014-003655-66","No","No","Yes","Yes","No","Yes","2+","Yes","HU"
"2014-003655-66","No","No","Yes","Yes","No","Yes","2+","Yes","ES"
"2014-003655-66","No","No","Yes","Yes","No","Yes","2+","Yes","GR"
"2014-003655-66","No","No","Yes","Yes","No","Yes","2+","Yes","NL"
"2014-003655-66","No","No","Yes","Yes","No","Yes","2+","Yes","DK"
"2014-003655-66","No","No","Yes","Yes","No","Yes","2+","Yes","GB"
"2014-003850-15","Yes","No","No","No","No","No","2+","No","NL"
"2014-003850-15","Yes","No","No","No","No","No","2+","No","GB"
"2014-003850-15","Yes","No","No","No","No","No","2+","No","SE"
"2014-003850-15","Yes","No","No","No","No","No","2+","No","AT"
"2014-003850-15","Yes","No","No","No","No","No","2+","No","ES"
"2014-003850-15","Yes","No","No","No","No","No","2+","No","BE"
